id;catalog_number;add_descr
154273;TLK450120165;nan
154277;TLK450138;nan
154281;TLK450160210;nan
154285;TLK450180235;nan
154289;TLK45021116;nan
154293;TLK450218;nan
154297;TLK450238;nan
154301;TLK450260325;nan
154305;TLK4502916;nan
154309;TLK450314;nan
154313;TLK450338;nan
154317;TLK450378;nan
154321;TLK450412;nan
154325;TLK450434;nan
154329;TLK4504880;nan
154333;TLK450514;nan
154337;TLK4505716;nan
154341;TLK45061516;nan
154345;TLK45070110;nan
154349;TLK450734;nan
154357;TLK5001750;nan
154361;TLK5002255;nan
154365;TLK5003060;nan
154369;TLK5004075;nan
154373;TLK5005090;nan
154377;TLK50070125;nan
154385;F1B6280AL;nan
154458;CS4006;nan
154462;CS6004;nan
154478;6202220;nan
154506;6202584;nan
154538;6202845;nan
154550;6202930;nan
154566;8011370;nan
154570;CT1102;nan
154574;CT1105;nan
154578;CT1201-L;nan
817942;DPA2081L120.00;nan
154618;DPB2050L120.00;nan
154622;DPB2120L120.00;nan
817950;DPC2080L120.00;nan
817954;DPD2080L120.00;nan
817955;DPE2050L120.00;nan
154638;DPE2120L120.00;nan
154646;GB1007-5G120.00;nan
154662;GC1120-9G120.00;nan
154666;GC2050-5G120.00;nan
154670;GC3525-3G120.00;nan
154674;GC3560-5G120.00;nan
154682;GR1000-3A120.00;nan
154690;GR1100-3S120.00;nan
817961;GS1035-0G120.00;nan
154706;GT1050-3G120.00;nan
154722;MB1001;nan
154726;MB1005;nan
818005;NC1002L120.00;nan
818009;NC1006L120.00;nan
818013;NC1040L120.00;nan
154750;NC1160L120.00;nan
818021;NC2002L120.00;nan
818025;NC2035L120.00;nan
818031;NC3550L120.00;nan
818033;NC3635L120.00;nan
154798;5700209;nan
154806;5700250;nan
154846;6202990036;nan
154850;6202990044;nan
154854;6202990052;nan
154858;6202990062;nan
154914;4905307;"<h5>Description</h5><p>Eagle Green 89 Non-Reinforced Textured Round Belting constructed of polyurethane with an 89 Shore A durometer that provides excellent abrasion resistance. A key feature of this belt is its textured surface, which lowers its surface coefficient of friction. Packaged in 100'/30.5m lengths.</p><div>\n			\n                <p><strong>Best Suited For:</strong> Long conveyor lengths, heavier conveyed loads, or medium-duty power transmission applications, where a lower surface CoF (coefficient of friction) is desirable in a round belt profile.</p>\n\n<p>Eagle Green 89 Non-Reinforced Textured Round Belts’ harder durometer and textured surface combine to lower the CoF of this belt. Eagle Green 89 Non-Reinforced Textured Round belts also have superior heat and water resistant properties making it an ideal choice for an application that requires frequent wash-downs.</p>\n\n<p><strong>• 89 shore A durometer<br>\n• Textured surface for lower surface CoF<br>\n• Superior heat and water resistance<br>\n• No take-ups required<br>\n• REACH and RoHS 2002/95/EC Directive compliant</strong></p>\n\n<p>Eagle Green 89 Non-Reinforced Textured Round Belts are easily welded endless in the field with either a Fenner Drives Butt Welding Kit.</p>\n\n            \n		</div><h5>Specifications</h5><div>\n	\n			\n				\n				<table class=""description-table"">\n					\n							<tr>\n								<th>Profile shape:</th><td>\n								 Round\n							</td></tr>\n						\n							<tr>\n								<th>Profile size:</th><td>\n								 10mm, 12mm, 15mm, 2mm, 3mm, 4mm, 5mm, 6mm, 7mm, 8mm\n							</td></tr>\n						\n							<tr>\n								<th>Reinforcement:</th><td>\n								 None\n							</td></tr>\n						\n							<tr>\n								<th>Color:</th><td>\n								 Green\n							</td></tr>\n						\n							<tr>\n								<th>Compliancy:</th><td>\n								 REACH, RoHS\n							</td></tr>\n						\n							<tr>\n								<th>Durometer:</th><td>\n								 89A\n							</td></tr>\n						\n							<tr>\n								<th>Material:</th><td>\n								 Polyurethane\n							</td></tr>\n						\n							<tr>\n								<th>Special Feature:</th><td>\n								 Textured\n							</td></tr>\n						\n							<tr>\n								<th>Package Length:</th><td>\n								 100'/30.5m\n							</td></tr>\n						\n				</table>\n			\n		\n</div>"
154922;4907012;"<h5>Description</h5><p>Eagle Clear 95 Non-Reinforced Round Belting is constructed of solid polyurethane with a 95 Shore A durometer that provides excellent abrasion resistance, high elasticity, and is also self-tensioning. Packaged in 100'/30.5m lengths.</p><div>\n			\n                <p><strong>Best Suited For:</strong> An all-purpose, highly versatile non-reinforced polyurethane belt for virtually any light to medium duty conveying application, requiring a round profile.</p>\n\n<p>Eagle Clear 95 Non-Reinforced Round Belts offer a simple and practical option for your conveying needs. Made from a highly elastic, 95 Shore A durometer polyurethane. Due to their highly elastic properties, these belts are installed preloaded and require no take-up or tensioning mechanisms.</p>\n\n<p><strong>• Independently tested and verified to meet FDA standards for direct food contact<br>\n• Solid polyurethane construction<br>\n• 95 Shore A durometer polyurethane belting<br>\n• High elasticity; no take-ups required<br>\n• REACH and RoHS 2002/95/EC Directive compliant</strong></p>\n\n<p><strong>The proven workhorses!</strong> Eagle Clear 95 Non-Reinforced Round belts are the proven workhorses for material transfer and light-duty power transmission applications.</p>\n\n<p>Precise parameters and exacting quality standards result in a belt of such dimensional consistency that it maintains constant speed, which improves the performance of your conveyor system and provides smoother power transmission or motion transfer.</p>\n\n<p>Eagle Clear Non-Reinforced Round belts are easily welded endless in the field with a Fenner Drives Butt Welding Kit.</p>\n\n            \n		</div><h5>Specifications</h5><div>\n	\n			\n				\n				<table class=""description-table"">\n					\n							<tr>\n								<th>Profile shape:</th><td>\n								 Round\n							</td></tr>\n						\n							<tr>\n								<th>Profile size:</th><td>\n								 1/2"", 1/4"", 1/8"", 12.5mm, 3/16"", 3/32"", 3/8"", 5/16"", 6.3mm, 9.5mm\n							</td></tr>\n						\n							<tr>\n								<th>Reinforcement:</th><td>\n								 None\n							</td></tr>\n						\n							<tr>\n								<th>Color:</th><td>\n								 Clear\n							</td></tr>\n						\n							<tr>\n								<th>Compliancy:</th><td>\n								 FDA, REACH, RoHS\n							</td></tr>\n						\n							<tr>\n								<th>Durometer:</th><td>\n								 95A\n							</td></tr>\n						\n							<tr>\n								<th>Material:</th><td>\n								 Polyurethane\n							</td></tr>\n						\n							<tr>\n								<th>Package Length:</th><td>\n								 100'/30.5m\n							</td></tr>\n						\n				</table>\n			\n		\n</div>"
154926;4907027;nan
154938;4908033;"<h5>Description</h5><p>Eagle Clear 85 Non-Reinforced Round Belting is constructed of solid polyurethane with an 85 Shore A durometer that provides excellent abrasion resistance, high elasticity, and is also self-tensioning. Packaged in 100'/30.5m lengths</p><div>\n			\n                <p><strong>Best Suited For:</strong> An all-purpose, highly versatile non-reinforced polyurethane belt for virtually any light to medium duty conveying application, requiring a round profile.</p>\n\n<p>Eagle Clear 85 Non-Reinforced Round Belts offer a simple and practical option for your conveying needs. Made from a highly elastic, 85 Shore A durometer polyurethane. Due to their highly elastic properties, these belts are installed preloaded and require no take-up or tensioning mechanisms.</p>\n\n<p><strong>• Independently tested and verified to meet FDA standards for direct food contact<br>\n• Solid polyurethane construction<br>\n• 85 Shore A durometer polyurethane belting<br>\n• High elasticity; no take-ups required<br>\n• REACH and RoHS 2002/95/EC Directive compliant</strong></p>\n\n<p><strong>The proven workhorses!</strong> Eagle Clear 85 Non-Reinforced Round belts are the proven workhorses for material transfer and light-duty power transmission applications.</p>\n\n<p>Precise parameters and exacting quality standards result in a belt of such dimensional consistency that it maintains constant speed, which improves the performance of your conveyor system and provides smoother power transmission or motion transfer.</p>\n\n<p>Eagle Clear Non-Reinforced Round belts are easily welded endless in the field with a Fenner Drives Butt Welding Kit.</p>\n\n            \n		</div><h5>Specifications</h5><div>\n	\n			\n				\n				<table class=""description-table"">\n					\n							<tr>\n								<th>Profile shape:</th><td>\n								 Round\n							</td></tr>\n						\n							<tr>\n								<th>Profile size:</th><td>\n								 1/2"", 1/4"", 1/8"", 2mm, 3/16"", 3/32"", 3/4"", 3/8"", 3mm, 4mm, 5/16"", 5/8"", 5mm, 6mm, 7mm, 8mm, 9/16""\n							</td></tr>\n						\n							<tr>\n								<th>Reinforcement:</th><td>\n								 None\n							</td></tr>\n						\n							<tr>\n								<th>Color:</th><td>\n								 Clear\n							</td></tr>\n						\n							<tr>\n								<th>Compliancy:</th><td>\n								 FDA, REACH, RoHS\n							</td></tr>\n						\n							<tr>\n								<th>Durometer:</th><td>\n								 85A\n							</td></tr>\n						\n							<tr>\n								<th>Material:</th><td>\n								 Polyurethane\n							</td></tr>\n						\n							<tr>\n								<th>Package Length:</th><td>\n								 100'/30.5m\n							</td></tr>\n						\n				</table>\n			\n		\n</div>"
154946;4911068;nan
817595;4911077;nan
154958;4912067;"<h5>Description</h5><p>Eagle Clear 85 Non-Reinforced Vee Belting is constructed of solid polyurethane with an 85 Shore A durometer that provides excellent abrasion resistance, high elasticity, and is also self-tensioning. Packaged in 100'/30.5m length.</p><div>\n			\n                <p><strong>Best Suited For:</strong> An all-purpose, highly versatile non-reinforced polyurethane belt for virtually any light to medium duty conveying application, requiring a vee profile.</p>\n\n<p>Eagle Clear 85 Non-Reinforced Vee Belts offer a simple and practical option for your conveying needs. Made from a highly elastic, 85 Shore A durometer polyurethane. Due to their highly elastic properties, these belts are installed preloaded and require no take-up or tensioning mechanisms.</p>\n\n<p><strong>• Independently tested and verified to meet FDA standards for direct food contact<br>\n• Solid polyurethane construction<br>\n• 85 Shore A durometer polyurethane belting<br>\n• High elasticity; no take-ups required<br>\n• REACH and RoHS 2002/95/EC Directive compliant</strong></p>\n\n<p><strong>The proven workhorses!</strong> Eagle Clear 85 Non-Reinforced Vee belts are the proven workhorses for material transfer and light-duty power transmission applications.</p>\n\n<p>Precise parameters and exacting quality standards result in a belt of such dimensional consistency that it maintains constant speed, which improves the performance of your conveyor system and provides smoother power transmission or motion transfer.</p>\n\n<p>Eagle Clear Non-Reinforced Vee belts are easily welded endless in the field with a Fenner Drives Butt Welding Kit.</p>\n\n            \n		</div><h5>Specifications</h5><div>\n	\n			\n				\n				<table class=""description-table"">\n					\n							<tr>\n								<th>Profile shape:</th><td>\n								 Lo-Ridge Top, T-Top, Twin, Vee\n							</td></tr>\n						\n							<tr>\n								<th>Profile size:</th><td>\n								 3L, A/13, B/17, C/22\n							</td></tr>\n						\n							<tr>\n								<th>Reinforcement:</th><td>\n								 None\n							</td></tr>\n						\n							<tr>\n								<th>Color:</th><td>\n								 Clear\n							</td></tr>\n						\n							<tr>\n								<th>Compliancy:</th><td>\n								 FDA, REACH, RoHS\n							</td></tr>\n						\n							<tr>\n								<th>Durometer:</th><td>\n								 85A\n							</td></tr>\n						\n							<tr>\n								<th>Material:</th><td>\n								 Polyurethane\n							</td></tr>\n						\n							<tr>\n								<th>Package Length:</th><td>\n								 100'/30.5m\n							</td></tr>\n						\n				</table>\n			\n		\n</div>"
154966;4917004;nan
154974;4924330;"<h5>Description</h5><p>Eagle Red 85 Non-Reinforced CXF Vee Belting is a co-extruded belt constructed of an 85 A durometer polyurethane base belt and a softer, higher CoF (coefficient of friction) flat 60 A durometer polyurethane top surface. Packaged 100'/30.5m lengths.</p><div>\n			\n                <p><strong>Best Suited For:</strong> Conveying applications that require the elasticity of an unreinforced V-belt combined with a higher grip surface. Perfectly suited for carrying lighter loads up an inclined conveyor or any application that needs more grip than an conventional polyurethane V-belt.</p>\n\n<p>Fenner Drives unique dual durometer belts offer strength and load carrying capabilities with the added bonus of the ultra-grip tops. The combination of a tough 85A durometer base and an ultra-grip co-extruded flat 60A top surface gives you the strength and grip that your demanding application needs!</p>\n\n<p><strong>• 60A co-extruded ultra-grip flat top surface<br>\n• 85A polyurethane base durometer<br>\n• Strength and load carrying capabilities<br>\n• RoHS 2002/95/EC Directive Compliant</strong></p>\n\n<p>Our CXF belts have a smooth top surface, as opposed to our CXR belts ribbed top surface. Our integrally bonded tops cannot delaminate leaving you worry and stress free! Fenner Drives Eagle Co-Extruded belting easily outperforms all adhesively bonded special surface belts!</p>\n\n<p>Eagle Red 85 Non-Reinforced CXF Vee belts are easily welded endless in the field with a Fenner Drives Butt Welding Kit.</p>\n\n            \n		</div><h5>Specifications</h5><div>\n	\n			\n				\n				<table class=""description-table"">\n					\n							<tr>\n								<th>Profile shape:</th><td>\n								 Vee\n							</td></tr>\n						\n							<tr>\n								<th>Profile size:</th><td>\n								 A/13, B/17\n							</td></tr>\n						\n							<tr>\n								<th>Reinforcement:</th><td>\n								 None\n							</td></tr>\n						\n							<tr>\n								<th>Color:</th><td>\n								 Orange, Red\n							</td></tr>\n						\n							<tr>\n								<th>Compliancy:</th><td>\n								 RoHS\n							</td></tr>\n						\n							<tr>\n								<th>Durometer:</th><td>\n								 60A, 85A\n							</td></tr>\n						\n							<tr>\n								<th>Material:</th><td>\n								 Polyurethane, Polyurethane Top Surface\n							</td></tr>\n						\n							<tr>\n								<th>Special Feature:</th><td>\n								 Smooth Ultra-Grip 60A Top Surface\n							</td></tr>\n						\n							<tr>\n								<th>Package Length:</th><td>\n								 100'/30.5m\n							</td></tr>\n						\n				</table>\n			\n		\n</div>"
155007;4940010;"<h5>Description</h5><p>Eagle Opaque 80 Non-Reinforced Vee Belting is constructed of solid polyurethane with an 80 Shore A durometer that provides excellent abrasion resistance, high elasticity, and is also self-tensioning. Packaged in 100'/30.5m lengths.</p><div>\n			\n                <p><strong>Best Suited For:</strong> An all-purpose, highly versatile non-reinforced polyurethane belt for virtually any light to medium duty conveying application, requiring a vee profile.</p>\n\n<p>Eagle Opaque 80 Non-Reinforced Vee Belts offer a simple and practical option for your conveying needs. Made from a highly elastic, 80 Shore A durometer polyurethane. Due to their highly elastic properties, these belts are installed preloaded and require no take-up or tensioning mechanisms.</p>\n\n<p><br>\n<strong>• Solid polyurethane construction<br>\n• 80 Shore A durometer polyurethane belting<br>\n• High elasticity; no take-ups required<br>\n• REACH and RoHS 2002/95/EC Directive compliant</strong></p>\n\n<p><strong>The proven workhorses!</strong> Eagle Opaque 80 Non-Reinforced Vee belts are the proven workhorses for material transfer and light-duty power transmission applications.</p>\n\n<p>Precise parameters and exacting quality standards result in a belt of such dimensional consistency that it maintains constant speed, which improves the performance of your conveyor system and provides smoother power transmission or motion transfer.</p>\n\n<p>Eagle Opaque Non-Reinforced Vee belts are easily welded endless in the field with a Fenner Drives Butt Welding Kit.</p>\n\n            \n		</div><h5>Specifications</h5><div>\n	\n			\n				\n				<table class=""description-table"">\n					\n							<tr>\n								<th>Profile shape:</th><td>\n								 Vee\n							</td></tr>\n						\n							<tr>\n								<th>Profile size:</th><td>\n								 8mm x 5mm, A/13, B/17, Z/10\n							</td></tr>\n						\n							<tr>\n								<th>Reinforcement:</th><td>\n								 None\n							</td></tr>\n						\n							<tr>\n								<th>Color:</th><td>\n								 Opaque\n							</td></tr>\n						\n							<tr>\n								<th>Compliancy:</th><td>\n								 REACH, RoHS\n							</td></tr>\n						\n							<tr>\n								<th>Durometer:</th><td>\n								 80A\n							</td></tr>\n						\n							<tr>\n								<th>Material:</th><td>\n								 Polyurethane\n							</td></tr>\n						\n							<tr>\n								<th>Package Length:</th><td>\n								 100'/30.5m\n							</td></tr>\n						\n				</table>\n			\n		\n</div>"
155011;4940014;nan
155015;4940018;nan
155027;4940031;nan
155043;4940063;nan
155051;4940072;"<h5>Description</h5><p>Eagle Beige 95 Reinforced Vee Belting is constructed of polyurethane with a 95 Shore A durometer and reinforced with a polyester tensile cord that combines excellent abrasion resistance with high strength and low stretch. Packaged in 100'/30.5m lengths.</p><div>\n			\n                <p><strong>Best Suited For:</strong> An all-purpose, highly versatile polyester reinforced polyurethane belt for virtually any medium to heavy duty conveying application or medium duty power transmission application, requiring a Vee belt profile.</p>\n\n<p>Eagle Beige 95 Reinforced Vee Belts embody no-nonsense qualities such as high-strength, low stretch, and a polyester reinforcing tensile cord that makes heavier loads possible to convey. Eagle Beige 95 Reinforced Vee Belts can also double as an option for your medium-duty power transmission applications.</p>\n\n<p><strong>• 95 shore A durometer<br>\n• Polyurethane belting<br>\n• Polyester reinforcing tensile cord<br>\n• Low stretch<br>\n• High strength<br>\n• REACH</strong></p>\n\n<p><strong>The proven workhorses!</strong> Eagle Beige 95 Reinforced Vee Belts are the proven workhorses for material transfer and medium-duty power transmission applications.</p>\n\n<p>Precise parameters and exacting quality standards result in a belt of such dimensional consistency that it maintains constant speed, which improves the performance of your conveyor system and provides smoother power transmission or motion transfer.</p>\n\n<p>Eagle Beige Reinforced Vee Belts are easily welded endless in the field with either a Fenner Drives Butt Welding Kit or for the strongest weld possible, a Fenner Drives Overlap Welding Kit.</p>\n\n<p>Since Eagle Beige 95 Reinforced Vee Belts are not self-tensioning, they work perfectly with Fenner Drives’ own T-Max Automatic Belt Tensioners.</p>\n\n            \n		</div><h5>Specifications</h5><div>\n	\n			\n				\n				<table class=""description-table"">\n					\n							<tr>\n								<th>Profile shape:</th><td>\n								 Vee, Vee Cogged\n							</td></tr>\n						\n							<tr>\n								<th>Profile size:</th><td>\n								 3L\n							</td></tr>\n						\n							<tr>\n								<th>Reinforcement:</th><td>\n								 Single Polyester Cord\n							</td></tr>\n						\n							<tr>\n								<th>Color:</th><td>\n								 Beige\n							</td></tr>\n						\n							<tr>\n								<th>Compliancy:</th><td>\n								 REACH\n							</td></tr>\n						\n							<tr>\n								<th>Durometer:</th><td>\n								 95A\n							</td></tr>\n						\n							<tr>\n								<th>Material:</th><td>\n								 Polyurethane\n							</td></tr>\n						\n							<tr>\n								<th>Package Length:</th><td>\n								 100'/30.5m\n							</td></tr>\n						\n				</table>\n			\n		\n</div>"
155055;4940076;nan
155071;5050014;nan
155083;5220000;"<h5>Description</h5><p>Eagle Hyfen 95 Reinforced Belting is the ideal high-strength, low-stretch choice with a 95 Shore A durometer and a polyester reinforcing tensile member. Packaged in 100'/30.5m lengths.</p><div>\n			\n                <p><strong>Best Suited For:</strong> Longer conveyor lengths, heavier conveyed loads, or medium-duty power transmission applications.</p>\n\n<p>Fenner Drives Eagle Hyfen 95 Reinforced Belts are made of an 95 Shore A durometer polyurethane belting with a polyester reinforcing tensile member making this product an ideal high-strength, low-stretch choice for longer conveyor lengths, heavier load, or medium-duty power transmission applications.</p>\n\n<ul>\n	<li><strong>95 Shore A durometer polyurethane belting</strong></li>\n	<li><strong>High strength, low-stretch</strong></li>\n	<li><strong>REACH and RoHS 2002/95/EC Directive Compliant</strong></li>\n	<li><strong>Independently tested and verified to meet FDA standards for direct food contact</strong></li>\n</ul>\n\n<p>Eagle Hyfen 95 Reinforced Belts offer all the dependable features of Fenner Drives Original Orange Reinforced Belt plus the added benefit of more strength due to the stronger reinforcing tensile member!</p>\n\n<p>Precise parameters and exacting quality standards result in a belt of such dimensional consistency that it maintains constant speed, which improves the performance of your conveyor system and provides smoother power transmission or motion transfer.</p>\n\n<p>Eagle Hyfen 95 Reinforced Belts are easily welded endless in the field with either a Fenner Drives Butt Welding Kit or for the strongest weld possible, a Fenner Drives Overlap Welding Kit.</p>\n\n<p>Since Eagle Hyfen 95 Specialty Belts are not self-tensioning, they work perfectly with Fenner Drives’ own T-Max Automatic Belt Tensioners.</p>\n\n            \n		</div><h5>Specifications</h5><div>\n	\n			\n				\n				<table class=""description-table"">\n					\n							<tr>\n								<th>Profile shape:</th><td>\n								 Vee, Vee Cogged\n							</td></tr>\n						\n							<tr>\n								<th>Profile size:</th><td>\n								 A/13, B/17, C/22\n							</td></tr>\n						\n							<tr>\n								<th>Reinforcement:</th><td>\n								 Polyester Tape\n							</td></tr>\n						\n							<tr>\n								<th>Color:</th><td>\n								 Blue, Green\n							</td></tr>\n						\n							<tr>\n								<th>Compliancy:</th><td>\n								 FDA, RoHS\n							</td></tr>\n						\n							<tr>\n								<th>Durometer:</th><td>\n								 95A\n							</td></tr>\n						\n							<tr>\n								<th>Material:</th><td>\n								 Polyurethane\n							</td></tr>\n						\n							<tr>\n								<th>Package Length:</th><td>\n								 100'/30.5m\n							</td></tr>\n						\n				</table>\n			\n		\n</div>"
155095;5260545;nan
155120;0405090;"<h5>Description</h5><p>Anytime, Anywhere, Anybelt™, D/32 section PowerTwist Plus V-Belts combine industry standard horsepower ratings, superior performance in challenging operating environments with fast, easy installation and are a permanent replacement upgrade from traditional rubber V-belts.</p><div>\n			\n                <p><strong>Best Suited For:</strong> Any power transmission application designed to use classical D/32 section industrial rubber V-belts. Also ideal for conveying applications designed for D/32 section belts.</p>\n\n<p><strong>PowerTwist Plus can't be outperformed!</strong> PowerTwist Plus sets the standard for link V-belt longevity and durability. Other brands don't come close. The combination of high strength and low elongation under load simply cannot be beaten. Because they're made of a custom-designed, high-tech polyurethane/polyester composite, PowerTwist Plus V-belts won't fail you when others may. The result? Less downtime. Higher productivity. Reduced maintenance costs.</p>\n\n<p>• Everyday industrial workhorse<br>\n• Minimized maintenance time<br>\n• High performance polyester/polyurethane composite technology with the same horsepower ratings as conventional rubber V-belts<br>\n• Easy to inventory<br>\n• Offer problem solving alternatives to V-belts of classical cross-sections<br>\n• Drop-in permanent upgrade for conventional endless rubber V-belts</p>\n\n<p><strong>The right belt at the right time!</strong> Instead of trying to carry all the endless V-belt sizes you might need, with PowerTwist Plus, you only need to stock the most common cross sections - 3L, 4L/A, 5L/B, C and D - and you'll have almost 100%, on-site availability guaranteed. With PowerTwist Plus you will reduce the inventory dollars you have tied up in replacement V-belts and still have instant availability.</p>\n\n<p>• Perfectly suited to Z/10, 3L, A/13, B/17, C/22, and D/32 drives<br>\n• Reduced inventory… any belt, any time!</p>\n\n<p><strong>No tools required.</strong> No matter what equipment you are operating, productivity is critical. PowerTwist Plus V-Belts minimize downtime with no tools required, easy installation in minutes without machine tear-downs or struggling with rusted-down motor bases.</p>\n\n<p>PowerTwist Plus V-Belts have the same cross section dimensions as conventional endless V-belts and can be installed on existing pulleys with no changes in set-up.</p>\n\n<p>Single or matched V-belt sets can be made with a flick of the wrist! PowerTwist Plus V-Belts can be made up to required length by hand in seconds and rolled onto the drive just like a bicycle chain. Their custom multi-ply composite construction prevents roll-on damage. If conventional rubber V-belts are installed this way, almost certainly some of the load-bearing tension cords will be broken, leading to significantly reduced belt life.</p>\n\n<p>• Easier, faster installation<br>\n• Easily installed without dismantling drive components<br>\n• Make any length by hand in seconds without any tools<br>\n• Simplified drive design</p>\n\n<p><strong>Tame hostile environments</strong> If your V-belt drives are operating in hostile, nasty environments, you've got to take advantage of the high performance properties of polyurethanes. That's why we use a high performance polyurethane elastomer reinforced with multiple plies of polyester fabric for PowerTwist Plus. This custom material provides PowerTwist Plus with significantly superior resistance to oils, grease, water, most common industrial/agricultural chemicals and solvents. Plus an operating temperature range, with no loss of performance, of -40º F to +240º F. Conventional SBR/chloroprene brand V-belts simply can't compete.</p>\n\n<p>If your drive environment is like hell's kitchen and conventional V-belt life is down to a few months, PowerTwist Plus may be your long term answer.</p>\n\n<p>• Longer belt life in harsh operating conditions<br>\n• Unaffected by extreme temperatures, water, steam, oil, grease, and common industrial chemicals and solvents</p>\n\n<p><strong>Reduce transmitted vibration.</strong> All conventional V-belts with a continuous tensile cord will transmit vibrations from the motor to driven components; these vibrations cause system noise and can significantly shorten bearing life. The segmented twist-lock design of PowerTwist Plus acts as a vibration dampener - vibration can enter a link but cannot be transmitted as there is no continuous tension cord present. Save your bearings - fit PowerTwist Plus V-belts!</p>\n\n<p>• unique belt construction dampens transmitted motor vibrations, extending the bearing life and reducing noise levels<br>\n• high resistance to abrasion and shock loads<br>\n<br>\n<strong>RoHS 2002/95/EC Directive compliant.</strong></p>\n\n            \n		</div><h5>Specifications</h5><div>\n	\n			\n				\n				<table class=""description-table"">\n					\n							<tr>\n								<th>Profile shape:</th><td>\n								 Vee\n							</td></tr>\n						\n							<tr>\n								<th>Profile size:</th><td>\n								 D/32\n							</td></tr>\n						\n							<tr>\n								<th>Color:</th><td>\n								 Red\n							</td></tr>\n						\n							<tr>\n								<th>Compliancy:</th><td>\n								 RoHS\n							</td></tr>\n						\n							<tr>\n								<th>Material:</th><td>\n								 Composite Polyester/Polyurethane\n							</td></tr>\n						\n							<tr>\n								<th>Minimum Pulley Diameter:</th><td>\n								 13.2"", 335mm\n							</td></tr>\n						\n							<tr>\n								<th>Top Width:</th><td>\n								 1 1/4"", 32mm\n							</td></tr>\n						\n				</table>\n			\n		\n</div>"
