id,catalog_number,attributes
2785438,6P45QD,"Product Name:Double QD Bushing Hubs|Continuous Rated Torque (Nm):282.5|Peak Rated Torque (Nm):564.9|Torsional Stiffness (in-lb/deg):9,317|Torsional Stiffness (Nm/Rad):60,324|Maximum Speed (RPM):6,100|Misalignments Angular (deg):3|Misalignments Parallel (mm):1.32|Misalignments Axial (mm):4.57|QD Hubs Unit Weight W/ Bushing (kg):3.67|Diameter A (mm):114.30|B (mm):42.93|C (mm):46.99|Length L (mm):132.84|X (mm):23.11|LB (mm):91.69|T (mm):22.35|QD Bushing Type:SH"
2785442,6P52QD,"Product Name:Double QD Bushing Hubs|Continuous Rated Torque (Nm):402.2|Peak Rated Torque (Nm):804.5|Torsional Stiffness (in-lb/deg):12,682|Torsional Stiffness (Nm/Rad):82,109|Maximum Speed (RPM):5,100|Misalignments Angular (deg):3|Misalignments Parallel (mm):1.57|Misalignments Axial (mm):5.59|QD Hubs Unit Weight W/ Bushing (kg):6.30|Diameter A (mm):133.35|B (mm):49.28|C (mm):53.59|Length L (mm):151.89|X (mm):18.54|LB (mm):123.70|T (mm):35.05|QD Bushing Type:SD"
2785462,928-28,Product Name:Model 900 SAE C Mount Overhung Load Adaptors|Output Shaft - Keyway:1.750 - 7/16 x 7/32|Input Bore - Keyway:1.750 - 7/16 x 7/32
2785506,C151806,Product Name:Counter-Rotating Gearbox|Overhung Load Capacity (Shaft 1) (N):156|Overhung Load Capacity (Shaft 2&3) (N):107|Thrust Load Capacity (All Shaft) (N):249|Net weight  (kg):0.966|Ratio:2:1|Shaft Size (Dimension A) (mm):12.7|B (mm):25.4|C (mm):146.0|D (mm):125.5|E (mm):47.8|F (mm):73.2|G (mm):22.4|H (Diameter) (mm):7.1|I (mm):44.4|J (Diameter) (in):0.265|K (mm):14.2|L (mm):20.6
2785538,C-QD,Product Name:Phas-Lok for QD Bushings|A (mm):158.75|B (mm):57.15|C (mm):142.88|D (mm):6.35|E (mm):12.70|F (mm):88.90|G:4 3/8 Dia. B/C|H:(3) 1/2-13 x 3/4|Weight (kg):5.08|Minimum Sprocket Size  for Chain Size 25:84|Minimum Sprocket Size  for Chain Size 35:54|Minimum Sprocket Size  for Chain Size 40:39|Minimum Sprocket Size  for Chain Size 41:40|Minimum Sprocket Size  for Chain Size 50:32|Minimum Sprocket Size  for Chain Size 60:27|Minimum Sprocket Size  for Chain Size 80:25|Minimum Sprocket Size  for Chain Size 100:20|Minimum Sprocket Size  for Chain Size 120:18
2785558,ETP-1-1/8,"Product Name:ETP Classic Keyless Shaft Bushings|Transmittable T  (Nm):281|Transmittable FA  (Nm):5,944|Transmittable FR (Nm):3,993|Polar Moment of Inertia (*10⁻³) (lb-in²):2.66|Weight (kg):0.26|Hub Bore Tolerance Upper Limit  (mm):39.01|Hub Bore Tolerance Lower Limit (mm):38.99|Hub Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):28.60|Shaft Tolerance Lower Limit  (mm):28.55|Shaft Tolerance Grade:k6-h8|Dimension (d)  (mm):28.7|Dimension (D) (mm):39.1|Dimension (D1) (mm):55.1|Dimension (D2) (mm):46.0|Dimension (L) (mm):29.0|Dimension (L1) (mm):42.9|Dimension (L2) (mm):48.0|Screws No.:4|Screws Dim:M5|Screws Tt (Nm):8.00"
2785566,ETP-15/16,"Product Name:ETP Classic Keyless Shaft Bushings|Transmittable T  (Nm):175|Transmittable FA  (Nm):4,481|Transmittable FR (Nm):2,987|Polar Moment of Inertia (*10⁻³) (lb-in²):1.57|Weight (kg):0.20|Hub Bore Tolerance Upper Limit  (mm):34.04|Hub Bore Tolerance Lower Limit (mm):34.01|Hub Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):23.83|Shaft Tolerance Lower Limit  (mm):23.77|Shaft Tolerance Grade:k6-h8|Dimension (d)  (mm):23.9|Dimension (D) (mm):34.0|Dimension (D1) (mm):49.0|Dimension (D2) (mm):39.9|Dimension (L) (mm):24.9|Dimension (L1) (mm):39.1|Dimension (L2) (mm):43.9|Screws No.:4|Screws Dim:M5|Screws Tt (Nm):8.00"
2785581,ETP-28,"Product Name:ETP Classic Keyless Shaft Bushings|Transmittable T  (Nm):300|Transmittable FA  (Nm):6,523|Transmittable FR (Nm):3,993|Polar Moment of Inertia (*10⁻³) (lb-in²):2.66|Weight (kg):0.27|Hub Bore Tolerance Upper Limit  (mm):39.01|Hub Bore Tolerance Lower Limit (mm):38.99|Hub Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):28.02|Shaft Tolerance Lower Limit  (mm):27.97|Shaft Tolerance Grade:k6-h8|Dimension (d)  (mm):27.9|Dimension (D) (mm):39.1|Dimension (D1) (mm):55.1|Dimension (D2) (mm):46.0|Dimension (L) (mm):29.0|Dimension (L1) (mm):45.0|Dimension (L2) (mm):50.0|Screws No.:4|Screws Dim:M5|Screws Tt (Nm):8.00"
2785595,ETP-42,"Product Name:ETP Classic Keyless Shaft Bushings|Transmittable T  (Nm):940|Transmittable FA  (Nm):13,654|Transmittable FR (Nm):7,437|Polar Moment of Inertia (*10⁻³) (lb-in²):9.82|Weight (kg):0.56|Hub Bore Tolerance Upper Limit  (mm):55.04|Hub Bore Tolerance Lower Limit (mm):54.99|Hub Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):42.01|Shaft Tolerance Lower Limit  (mm):41.96|Shaft Tolerance Grade:k6-h8|Dimension (d)  (mm):41.9|Dimension (D) (mm):55.1|Dimension (D1) (mm):70.1|Dimension (D2) (mm):60.5|Dimension (L) (mm):45.0|Dimension (L1) (mm):65.0|Dimension (L2) (mm):70.1|Screws No.:6|Screws Dim:M5|Screws Tt (Nm):8.00"
2785611,ETP-95,"Product Name:ETP Classic Keyless Shaft Bushings|Transmittable T  (Nm):12,799|Transmittable FA  (Nm):81,988|Transmittable FR (Nm):18,744|Polar Moment of Inertia (*10⁻³) (lb-in²):405.79|Weight (kg):4.46|Hub Bore Tolerance Upper Limit  (mm):120.04|Hub Bore Tolerance Lower Limit (mm):119.99|Hub Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):95.02|Shaft Tolerance Lower Limit  (mm):94.95|Shaft Tolerance Grade:k6-h8|Dimension (d)  (mm):95.0|Dimension (D) (mm):119.9|Dimension (D1) (mm):143.0|Dimension (D2) (mm):129.0|Dimension (L) (mm):104.9|Dimension (L1) (mm):138.9|Dimension (L2) (mm):147.1|Screws No.:8|Screws Dim:M8|Screws Tt (Nm):32.00"
2785627,ETP-E24,"Product Name:ETP Express Keyless Shaft Bushings|Transmittable T  (Nm):190|Transmittable FA  (Nm):3,962|Transmittable FR (Nm):427|Polar Moment of Inertia (*10⁻³) (lb-in²):2.61|Weight (kg):0.27|Bore Tolerance Upper Limit  (mm):29.03|Bore Tolerance Lower Limit (mm):29.01|Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):24.03|Shaft Tolerance Lower Limit  (mm):23.98|Shaft Tolerance Grade:k6-h7|Dimension (d)  (mm):23.9|Dimension (D) (mm):29.0|Dimension (D1) (mm):57.4|Dimension (D2) (mm):62.2|Dimension (L) (mm):33.0|Dimension (L1) (mm):47.0|Screws Dim:M10|Screws R  (mm):20.3|Screws N (mm):5.1|Screws Tt (Nm):5.00"
2785631,ETP-E3/4,"Product Name:ETP Express Keyless Shaft Bushings|Transmittable T  (Nm):85|Transmittable FA  (Nm):2,225|Transmittable FR (Nm):305|Polar Moment of Inertia (*10⁻³) (lb-in²):1.42|Weight (kg):0.20|Bore Tolerance Upper Limit  (mm):23.01|Bore Tolerance Lower Limit (mm):23.01|Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):19.05|Shaft Tolerance Lower Limit  (mm):19.02|Shaft Tolerance Grade:h8|Dimension (d)  (mm):19.0|Dimension (D) (mm):23.1|Dimension (D1) (mm):50.5|Dimension (D2) (mm):53.1|Dimension (L) (mm):27.9|Dimension (L1) (mm):41.9|Screws Dim:M10|Screws R  (mm):17.5|Screws N (mm):5.1|Screws Tt (Nm):5.00"
2785635,ETP-E38,"Product Name:ETP Express Keyless Shaft Bushings|Transmittable T  (Nm):889|Transmittable FA  (Nm):11,581|Transmittable FR (Nm):853|Polar Moment of Inertia (*10⁻³) (lb-in²):18.04|Weight (kg):0.84|Bore Tolerance Upper Limit  (mm):46.02|Bore Tolerance Lower Limit (mm):46.00|Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):38.02|Shaft Tolerance Lower Limit  (mm):37.97|Shaft Tolerance Grade:k6-h7|Dimension (d)  (mm):38.1|Dimension (D) (mm):46.0|Dimension (D1) (mm):84.6|Dimension (D2) (mm):89.4|Dimension (L) (mm):52.1|Dimension (L1) (mm):71.9|Screws Dim:M16|Screws R  (mm):31.0|Screws N (mm):7.9|Screws Tt (Nm):21.00"
2785639,ETP-E48,"Product Name:ETP Express Keyless Shaft Bushings|Transmittable T  (Nm):1,700|Transmittable FA  (Nm):17,373|Transmittable FR (Nm):1,219|Polar Moment of Inertia (*10⁻³) (lb-in²):34.65|Weight (kg):1.21|Bore Tolerance Upper Limit  (mm):59.03|Bore Tolerance Lower Limit (mm):59.00|Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):48.03|Shaft Tolerance Lower Limit  (mm):47.98|Shaft Tolerance Grade:k6-h7|Dimension (d)  (mm):48.0|Dimension (D) (mm):58.9|Dimension (D1) (mm):97.0|Dimension (D2) (mm):103.9|Dimension (L) (mm):58.9|Dimension (L1) (mm):79.0|Screws Dim:M16|Screws R  (mm):36.8|Screws N (mm):7.9|Screws Tt (Nm):21.00"
2785643,ETP-E60,"Product Name:ETP Express Keyless Shaft Bushings|Transmittable T  (Nm):3,300|Transmittable FA  (Nm):27,431|Transmittable FR (Nm):1,615|Polar Moment of Inertia (*10⁻³) (lb-in²):75.23|Weight (kg):1.85|Bore Tolerance Upper Limit  (mm):73.02|Bore Tolerance Lower Limit (mm):73.00|Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):59.99|Shaft Tolerance Lower Limit  (mm):59.94|Shaft Tolerance Grade:h8|Dimension (d)  (mm):59.9|Dimension (D) (mm):72.9|Dimension (D1) (mm):115.6|Dimension (D2) (mm):132.6|Dimension (L) (mm):70.1|Dimension (L1) (mm):89.9|Screws Dim:M16|Screws R  (mm):43.2|Screws N (mm):7.9|Screws Tt (Nm):21.00"
2785647,ETP-E80,"Product Name:ETP Express Keyless Shaft Bushings|Transmittable T  (Nm):8,699|Transmittable FA  (Nm):54,862|Transmittable FR (Nm):2,286|Polar Moment of Inertia (*10⁻³) (lb-in²):245.61|Weight (kg):3.75|Bore Tolerance Upper Limit  (mm):97.03|Bore Tolerance Lower Limit (mm):97.00|Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):80.01|Shaft Tolerance Lower Limit  (mm):79.96|Shaft Tolerance Grade:h8|Dimension (d)  (mm):80.0|Dimension (D) (mm):97.0|Dimension (D1) (mm):145.5|Dimension (D2) (mm):162.6|Dimension (L) (mm):95.0|Dimension (L1) (mm):119.1|Screws Dim:M20|Screws R  (mm):56.4|Screws N (mm):9.9|Screws Tt (Nm):38.99"
2785655,ETP-ER1-3/8,"Product Name:ETP Express Stainless Steel Keyless Shaft Bushings|Transmittable T  (Nm):640|Transmittable FA  (Nm):9,144|Transmittable FR (Nm):762|Polar Moment of Inertia (*10⁻³) (lb-in²):7.36|Weight (kg):0.47|Bore Tolerance Upper Limit  (mm):42.04|Bore Tolerance Lower Limit (mm):42.01|Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):34.93|Shaft Tolerance Lower Limit  (mm):34.87|Shaft Tolerance Grade:h8|Dimension (d)  (mm):35.1|Dimension (D) (mm):41.9|Dimension (D1) (mm):72.9|Dimension (D2) (mm):85.1|Dimension (L) (mm):45.0|Dimension (L1) (mm):58.9|Dimension (r) (mm):32.0|Dimension (V) (deg):60.50|Screws Dim:M10|Screws R  (mm):26.4|Screws N (mm):5.1|Screws Tt (Nm):5.00"
2785659,ETP-ER25,"Product Name:ETP Express Stainless Steel Keyless Shaft Bushings|Transmittable T  (Nm):230|Transmittable FA  (Nm):4,572|Transmittable FR (Nm):457|Polar Moment of Inertia (*10⁻³) (lb-in²):2.85|Weight (kg):0.27|Bore Tolerance Upper Limit  (mm):30.02|Bore Tolerance Lower Limit (mm):30.00|Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):24.99|Shaft Tolerance Lower Limit  (mm):24.97|Shaft Tolerance Grade:h8|Dimension (d)  (mm):24.9|Dimension (D) (mm):30.0|Dimension (D1) (mm):57.9|Dimension (D2) (mm):63.0|Dimension (L) (mm):35.1|Dimension (L1) (mm):49.0|Dimension (r) (mm):26.2|Dimension (V) (deg):58.00|Screws Dim:M10|Screws R  (mm):20.8|Screws N (mm):5.1|Screws Tt (Nm):5.00"
2785663,ETP-ER40,"Product Name:ETP Express Stainless Steel Keyless Shaft Bushings|Transmittable T  (Nm):1,100|Transmittable FA  (Nm):13,715|Transmittable FR (Nm):914|Polar Moment of Inertia (*10⁻³) (lb-in²):19.93|Weight (kg):0.88|Bore Tolerance Upper Limit  (mm):48.03|Bore Tolerance Lower Limit (mm):48.01|Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):40.00|Shaft Tolerance Lower Limit  (mm):39.95|Shaft Tolerance Grade:h8|Dimension (d)  (mm):39.9|Dimension (D) (mm):48.0|Dimension (D1) (mm):86.6|Dimension (D2) (mm):91.2|Dimension (L) (mm):55.1|Dimension (L1) (mm):74.9|Dimension (r) (mm):37.6|Dimension (V) (deg):59.00|Screws Dim:M16|Screws R  (mm):32.0|Screws N (mm):7.9|Screws Tt (Nm):21.00"
2785667,ETP-ER60,"Product Name:ETP Express Stainless Steel Keyless Shaft Bushings|Transmittable T  (Nm):3,300|Transmittable FA  (Nm):27,431|Transmittable FR (Nm):1,615|Polar Moment of Inertia (*10⁻³) (lb-in²):75.23|Weight (kg):1.85|Bore Tolerance Upper Limit  (mm):73.02|Bore Tolerance Lower Limit (mm):73.00|Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):59.99|Shaft Tolerance Lower Limit  (mm):59.94|Shaft Tolerance Grade:h8|Dimension (d)  (mm):59.9|Dimension (D) (mm):72.9|Dimension (D1) (mm):115.6|Dimension (D2) (mm):132.6|Dimension (L) (mm):70.1|Dimension (L1) (mm):89.9|Dimension (r) (mm):53.3|Dimension (V) (deg):59.00|Screws Dim:M16|Screws R  (mm):43.2|Screws N (mm):7.9|Screws Tt (Nm):21.00"
2785675,ETP-P15,"Product Name:ETP Power Keyless Shaft Bushings|Transmittable T  (Nm):60|Transmittable FA  (Nm):2,134|Transmittable FR (Nm):610|Polar Moment of Inertia (*10⁻³) (lb-in²):1.42|Weight (kg):0.19|Bore Tolerance Upper Limit  (mm):15.01|Bore Tolerance Lower Limit (mm):15.01|Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):19.99|Shaft Tolerance Lower Limit  (mm):19.96|Shaft Tolerance Grade:h8|Dimension (d)  (mm):15.0|Dimension (D) (mm):20.1|Dimension (D1) (mm):51.1|Dimension (D2) (mm):55.1|Dimension (L) (mm):21.1|Dimension (L1) (mm):35.1|Screws Dim:M10|Screws R  (mm):17.0|Screws N (mm):5.1|Screws Tt (Nm):0.42|Bores 2xH suitable for MC6S screws (D3)  (mm):36|Bores 2xH suitable for MC6S screws Screw Dim:M5"
2785679,ETP-P24,"Product Name:ETP Power Keyless Shaft Bushings|Transmittable T  (Nm):230|Transmittable FA  (Nm):4,572|Transmittable FR (Nm):1,707|Polar Moment of Inertia (*10⁻³) (lb-in²):4.03|Weight (kg):0.34|Bore Tolerance Upper Limit  (mm):24.03|Bore Tolerance Lower Limit (mm):24.00|Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):32.00|Shaft Tolerance Lower Limit  (mm):31.95|Shaft Tolerance Grade:k6-h7|Dimension (d)  (mm):23.9|Dimension (D) (mm):32.0|Dimension (D1) (mm):64.0|Dimension (D2) (mm):70.1|Dimension (L) (mm):33.0|Dimension (L1) (mm):47.0|Screws Dim:M10|Screws R  (mm):22.6|Screws N (mm):5.1|Screws Tt (Nm):0.42|Bores 2xH suitable for MC6S screws (D3)  (mm):48|Bores 2xH suitable for MC6S screws Screw Dim:M6"
2785683,ETP-P32,"Product Name:ETP Power Keyless Shaft Bushings|Transmittable T  (Nm):550|Transmittable FA  (Nm):7,925|Transmittable FR (Nm):2,682|Polar Moment of Inertia (*10⁻³) (lb-in²):17.32|Weight (kg):0.82|Bore Tolerance Upper Limit  (mm):32.03|Bore Tolerance Lower Limit (mm):32.00|Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):43.03|Shaft Tolerance Lower Limit  (mm):42.95|Shaft Tolerance Grade:k6-h7|Dimension (d)  (mm):32.0|Dimension (D) (mm):42.9|Dimension (D1) (mm):85.1|Dimension (D2) (mm):91.9|Dimension (L) (mm):38.1|Dimension (L1) (mm):57.9|Screws Dim:M16|Screws R  (mm):31.0|Screws N (mm):7.9|Screws Tt (Nm):1.33|Bores 2xH suitable for MC6S screws (D3)  (mm):64|Bores 2xH suitable for MC6S screws Screw Dim:M8"
2785703,ETP-S40,"Product Name:ETP Classic Keyless Shaft Bushings|Transmittable T  (Nm):500|Transmittable FA  (Nm):7,925|Transmittable FR (Nm):6,949|Polar Moment of Inertia (*10⁻³) (lb-in²):9.68|Weight (kg):0.46|Hub Bore Tolerance Upper Limit  (mm):53.04|Hub Bore Tolerance Lower Limit (mm):53.01|Hub Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):40.00|Shaft Tolerance Lower Limit  (mm):39.93|Shaft Tolerance Grade:h9|Dimension (d)  (mm):39.9|Dimension (D) (mm):53.1|Dimension (D1) (mm):70.1|Dimension (L) (mm):24.9|Dimension (L1) (mm):41.9|Dimension (L2) (mm):47.0|Screws No.:6|Screws Dim:M5|Screws Tt (Nm):8.00"
2785739,H-TLC-1000-BD,Product Name:H-TLC Torque Limiters |A (mm):81.28|B (mm):60.20|D (mm):56.64|E (mm):30.73|G (mm):56.39|H (mm):8.00|H1 (mm):41.28|I (mm):13.21|J (mm):45.97|K (mm):87.63|L (mm):15.90|M (mm):10.16|Q (mm):42.85|R (in):5/1618 x 3/4 DP|X (mm):102.62|Z (mm):83.06|Z1 (mm):78.99|Coupling Size for Drawing References:1000|Material Map:always
2785808,L411C,"Product Name:Schmidt Inline Couplings|Torque (Nm):4,022.3|HP/100 (RPM):56.490|Displacement Parallel (in):0.06|Displacement Angular (deg):±0.5|Disc Diameter D (mm):277.95|Coupling Length B (mm):193.62|Disc Width K (mm):36.50|Net weight  (kg):42.275|Inertia (Wk2) (lb-in²):1,783.000|Swing Diameter SD (mm):282.96|Center Bore Diameter Z (mm):139.70|Bolt Circle G (mm):177.80|No of Bolts (in):5/8""-11|Bolt Size M (mm):203.20|Hub Part Number:S6037XX|Hub Dimension A (mm):206.5|Hub Dimension B (mm):101.6|Hub Dimension C (mm):138.2|Hub Dimension E (mm):31.8|Hub Dimension Max Bore (mm):88.9|Hub Dimension G (mm):177.8|Hub Dimension Fastener Quantity:8|Hub Dimension Fastener Size:5/8-11x2-1/4|Hub Dimension α:45°|Hub Dimension β:45°|Hub Dimension Wt. (kg):16.5|Coupling Size for Drawing References:411|Material Map:always"
2785812,L448C,"Product Name:Schmidt Inline Couplings|Torque (Nm):361.6|HP/100 (RPM):5.080|Displacement Parallel (in):0.06|Displacement Angular (deg):±0.5|Disc Diameter D (mm):123.52|Coupling Length B (mm):96.77|Disc Width K (mm):15.24|Net weight  (kg):3.538|Inertia (Wk2) (lb-in²):29.700|Swing Diameter SD (mm):125.73|Center Bore Diameter Z (mm):65.07|Bolt Circle G (mm):76.20|No of Bolts (in):1/4""-20|Bolt Size M (mm):152.40|Hub Part Number:S6029XX|Hub Dimension A (mm):91.7|Hub Dimension B (mm):44.4|Hub Dimension C (mm):63.5|Hub Dimension E (mm):17.5|Hub Dimension Max Bore (mm):44.4|Hub Dimension G (mm):76.2|Hub Dimension Fastener Quantity:6|Hub Dimension Fastener Size:1/4-20x1-1/4|Hub Dimension α:60°|Hub Dimension β:60°|Hub Dimension Wt. (kg):1.5|Coupling Size for Drawing References:448|Material Map:always"
2785816,L485C,"Product Name:Schmidt Inline Couplings|Torque (Nm):2,101.5|HP/100 (RPM):29.510|Displacement Parallel (in):0.06|Displacement Angular (deg):±0.5|Disc Diameter D (mm):215.27|Coupling Length B (mm):161.87|Disc Width K (mm):30.15|Net weight  (kg):21.319|Inertia (Wk2) (lb-in²):534.000|Swing Diameter SD (mm):219.20|Center Bore Diameter Z (mm):101.60|Bolt Circle G (mm):127.00|No of Bolts (in):1/2""-13|Bolt Size M (mm):152.40|Hub Part Number:S6034XX|Hub Dimension A (mm):158.8|Hub Dimension B (mm):76.2|Hub Dimension C (mm):100.1|Hub Dimension E (mm):25.4|Hub Dimension Max Bore (mm):66.8|Hub Dimension G (mm):127.0|Hub Dimension Fastener Quantity:6|Hub Dimension Fastener Size:1/2-13x2|Hub Dimension α:60°|Hub Dimension β:60°|Hub Dimension Wt. (kg):7.0|Coupling Size for Drawing References:485|Material Map:always"
2785833,PSL-K-1-C,"Product Name:Posi-Lok Keyless Shaft Bushings|Transmittable T  (Nm):240|Transmittable FA  (Nm):5,791|Shaft Side Force  (bar):2,199.9|Hub Side Force  (bar):1,599.9|Polar Moment of Inertia (*10⁻³) (lb-in²):1.78|Weight (kg):0.21|Hub Bore Tolerance Upper Limit  (mm):34.04|Hub Bore Tolerance Lower Limit (mm):34.01|Hub Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):25.40|Shaft Tolerance Lower Limit  (mm):25.37|Shaft Tolerance Grade:h8|Dimension (d)  (mm):25.4|Dimension (D) (mm):34.0|Dimension (D1) (mm):50.0|Dimension (D2) (mm):47.0|Dimension (P) (mm):39.9|Dimension (L) (mm):16.0|Dimension (L1) (mm):33.0|Dimension (L2) (mm):38.1|Dimension (L3) (mm):6.6|Dimension (L4) (mm):7.9|Screws No.:6|Screws Dim (M1):M5 x 14|Screws Dim (M2):2-M5|Screws Tt (Nm):8.022"
