id,catalog_number,add_descr
1358420,716FXE2-ST-80-HV,"<section class=""field field-name-field-specifications field-type-text-with-summary field-label-above view-mode-full""><h2 class=""field-label"">Specifications: </h2><div class=""field-items""><div class=""field-item even""><ul><li>16 Port Managed Industrial Ethernet Switch
<ul><li>Fourteen 10/100BaseTX RJ-45 Ports</li>
<li>Two 100BaseFX Singlemode 80km Fiber Ports with ST Connectors</li>
</ul></li>
<li>-40°C to 70°C Operating Temperature</li>
<li>ESD and Surge Protection on all Built-in Ports</li>
<li>Auto Sensing 10/100BaseTX, Duplex, and MDIX</li>
<li>Store-and-forward Technology</li>
<li>Redundant Power Inputs (40-160 VDC)</li>
<li>8000 MAC Addresses</li>
<li>Configurable Alarm Contact</li>
<li>Configurable Bi-Color Fault Status LED</li>
<li>Rugged Industrial DIN-Rail Enclosure</li>
<li>Fully Managed Features:
<ul><li>SNMP v1, v2, v3 and Web Browser Management</li>
<li>N-Ring™ Technology with ~30ms Healing</li>
<li>N-Link™ Redundant Ring Technology</li>
<li>N-View™ Monitoring Technology</li>
<li>EtherNet/IP™ CIP Messaging</li>
<li>Web configuration</li>
<li>IGMP Auto Configuration</li>
<li>802.1Q tag VLAN and Port VLAN</li>
<li>802.1p QoS and Port QoS</li>
<li>Port Trunking</li>
<li>Port Mirroring</li>
<li>802.1d, 802.1w, 802.1D RSTP</li>
<li>DHCP Server with Option 82 Relay, Option 61, and IP Fallback</li>
<li>Local Port IP Addressing</li>
<li>802.1AB-2005 LLDP (Link Layer Discovery Protocol)</li>
<li>Port Security - MAC Address Based Filtering</li>
</ul></li>
</ul></div></div></section>"
864818,ZFG0060C,"<section class=""field field-name-field-specifications field-type-text-with-summary field-label-above view-mode-full""><h2 class=""field-label"">Specifications: </h2><div class=""field-items""><div class=""field-item even""><ul><li>60 PPR</li>
<li>Rugged Aluminum Housing</li>
<li>Sealed Ball Bearings</li>
<li>3/8"" Dia. Stainless Steel Shaft</li>
<li>Maximum Speed 6000 RPM</li>
<li>Single Channel, NPN OC Output</li>
<li>10 Foot 3 Wire Cable</li>
<li>8 to 35 VDC Power</li>
<li>Mounting Hinge Clamp and Wheels Available Separately</li>
</ul></div></div></section>"
1358006,317FXE-ST-15,"<section class=""field field-name-field-specifications field-type-text-with-summary field-label-above view-mode-full""><h2 class=""field-label"">Specifications: </h2><div class=""field-items""><div class=""field-item even""><ul><li>17 Port Industrial Ethernet Switch
<ul><li>16 10/100BaseTX RJ-45 Ports</li>
<li>One 100BaseFX Singlemode 15km Fiber Port with ST Connectors</li>
</ul></li>
<li>IEEE 802.3 Compliance</li>
<li>-40°C to 85°C Operating Temperature</li>
<li>Autosensing 10/100BaseTX, Duplex, and MDIX</li>
<li>ESD and Surge Protection on all Built-in Ports</li>
<li>Redundant Power Inputs (10-30VDC)</li>
<li>Rugged Industrial DIN-Rail Enclosure</li>
</ul></div></div></section>"
864605,LXFPS200,"<section class=""field field-name-field-specifications field-type-text-with-summary field-label-above view-mode-full""><h2 class=""field-label"">Specifications: </h2><div class=""field-items""><div class=""field-item even""><p>This label is to be used with 5 digit LPAX displays.</p>
</div></div></section>"
1358055,317FXE-N-ST-15,"<section class=""field field-name-field-specifications field-type-text-with-summary field-label-above view-mode-full""><h2 class=""field-label"">Specifications: </h2><div class=""field-items""><div class=""field-item even""><ul><li>N-View™ Monitoring Technology</li>
<li>17 Port Industrial Ethernet Switch
<ul><li>16 10/100BaseTX RJ-45 Ports</li>
<li>One 100BaseFX Singlemode 15km Port with ST Connectors</li>
</ul></li>
<li>IEEE 802.3 Compliance</li>
<li>​-40°C to 85°C Operating Temperature</li>
<li>Autosensing 10/100BaseTX, Duplex, and MDIX</li>
<li>Redundant Power Inputs (10-30VDC)</li>
<li>Rugged Industrial DIN-Rail Enclosure</li>
</ul></div></div></section>"
1357786,9002FX-ST,"<section class=""field field-name-field-specifications field-type-text-with-summary field-label-above view-mode-full""><h2 class=""field-label"">Specifications: </h2><div class=""field-items""><div class=""field-item even""><p>Slide In Module for 9000 Series Chassis (Multimode or Singlemode Available)<br>
Two 100BaseFX Fiber Ports, SC Available<br>
Full IEEE 802.3 Compliance<br>
Extended Environmental Specifications<br>
-20°C to 70°C Operating Temperature<br>
-40°C to 85°C Storage Temperature</p>
</div></div></section>"
1358119,517FX-ST,"<section class=""field field-name-field-specifications field-type-text-with-summary field-label-above view-mode-full""><h2 class=""field-label"">Specifications: </h2><div class=""field-items""><div class=""field-item even""><ul><li>Unmanaged Plug and Play Operation</li>
<li>17 Port Industrial Ethernet Switch
<ul><li>Sixteen 10/100 BaseTX RJ-45 Ports</li>
<li>One 100BaseFX Multimode Fiber Port with ST Style Connector</li>
</ul></li>
<li>IEEE 802.3 Compliance</li>
<li>Extended Environmental Specifications
<ul><li>-40° to 85° C Operating Temperature</li>
</ul></li>
<li>Autosensing 10/100BaseTX, Duplex, and MDIX</li>
<li>ESD and Surge Protection on all Built-in Ports</li>
<li>Up to 2.6 Gb/s Throughput</li>
<li>Redundant Power Inputs (10-30 VDC)</li>
<li>Rugged Industrial DIN-Rail Enclosure</li>
</ul></div></div></section>"
287052,ITMS4037,"<section class=""field field-name-field-specifications field-type-text-with-summary field-label-above view-mode-full""><h2 class=""field-label"">Specifications: </h2><div class=""field-items""><div class=""field-item even""><ul><li>Dual Setpoint Relay Alarms</li>
<li>4-Way Isolation</li>
<li>PC Configuration Software</li>
<li>Accepts Thermocouple, RTD, mV or Resistance inputs</li>
<li>Supports MODBUS RTU and ASCII modes</li>
</ul></div></div></section>"
1358130,517FXE-SC-15,"<section class=""field field-name-field-specifications field-type-text-with-summary field-label-above view-mode-full""><h2 class=""field-label"">Specifications: </h2><div class=""field-items""><div class=""field-item even""><ul><li>Unmanaged Plug and Play Operation</li>
<li>17 Port Industrial Ethernet Switch
<ul><li>Sixteen 10/100 BaseTX RJ-45 Ports</li>
<li>One 100BaseFX Singlemode 15km Fiber Port with SC Style Connector</li>
</ul></li>
<li>IEEE 802.3 Compliance</li>
<li>Extended Environmental Specifications
<ul><li>-40° to 85° C Operating Temperature</li>
</ul></li>
<li>Autosensing 10/100BaseTX, Duplex, and MDIX</li>
<li>ESD and Surge Protection on all Built-in Ports</li>
<li>Up to 2.6 Gb/s Throughput</li>
<li>Redundant Power Inputs (10-30 VDC)</li>
<li>Rugged Industrial DIN-Rail Enclosure</li>
</ul></div></div></section>"
1357574,ET-GT-485-1,"<section class=""field field-name-field-specifications field-type-text-with-summary field-label-above view-mode-full""><h2 class=""field-label"">Specifications: </h2><div class=""field-items""><div class=""field-item even""><ul><li>Connect serial devices to an Ethernet network</li>
<li>Supports the Modbus TCP/IP open standard</li>
<li>Connects to Modbus RTU and ASCII serial devices</li>
<li>Serial protocols Sixnet®, Modbus ASCII and Modbus RTU, and others</li>
<li>RS-485 port 2 wire (TD, RD, GND)</li>
<li>Max. serial baud rate 57,600</li>
<li>Required supply voltage 10-30 VDC</li>
<li>Input power: 0.5 watt typical</li>
<li>-30 to +70 °C operation with no fans</li>
<li>DIN rail or direct mounting</li>
<li>UL/CSA (CUL), CE and HazLoc (Zone 2) rated</li>
</ul></div></div></section>"
2302985,ET-8MG-OEM-F,"<section class=""field field-name-field-specifications field-type-text-with-summary field-label-above view-mode-full""><h2 class=""field-label"">Specifications: </h2><div class=""field-items""><div class=""field-item even""><p>Board-level design for embedded applications.</p>
<ul><li>Compact PC/104 design</li>
<li>Supports up to eight ports:<br>
	• 10/100/1000BaseT Ethernet ports<br>
	• 100Base SFF or SFP fiber ports<br>
	• 1000Base SFF or SFP fiber ports<br>
	• Combo (copper or fiber auto-detect)</li>
<li>-40˚ to 75˚C wide temperature operation</li>
<li>5.0 VDC power input</li>
<li>10/100/1000BaseT(X), duplex and MDIX auto sensing</li>
<li>Security with HTTPS, SSL, SSH and TLS</li>
<li>Easy configuration via Web, Telnet or CLI</li>
<li>Broadcast and multicast storm protection</li>
<li>Board-to-board connection</li>
<li>Extra output lines to drive external LE</li>
</ul><p>Fully Managed Features:</p>
<ul><li>SNMP v1, v2, v3</li>
<li>RSTP 802.1d, 802.1w, 802.1D</li>
<li>MSTP</li>
<li>IGMP v1, v2</li>
<li>Port mirroring</li>
<li>802.1Q tag VLAN and port VLAN</li>
<li>802.1p QoS, port QoS and DSCP</li>
<li>DHCP Client/Server</li>
</ul></div></div></section>"
1358103,EB-16AI-8AO-D,"<section class=""field field-name-field-specifications field-type-text-with-summary field-label-above view-mode-full""><h2 class=""field-label"">Specifications: </h2><div class=""field-items""><div class=""field-item even""><p><strong>Analog Input Channels</strong></p>
<ul><li>Analog Input Range: 4-20 mA</li>
<li>A/D resolution: 16 bits (0.003%), 10 bits (fast option, Channels 1 and 2 only)</li>
<li>Full scale accuracy +/- 0.02% (at 20 °C, 16 bit mode)</li>
<li>Temperature coefficient +/- 50 ppm per °C (span and offset)</li>
<li>Input impedance (resistance): 100 ohms</li>
<li>Protection: Self-resetting short circuit protection fuses</li>
<li>DMRR (differential mode) 66 db at 50/60 Hz</li>
<li>Fastest update time [# of chan.]: 880 ms [all] -16-bit; 145 ms [all] -14-bit; 1 ms [2] -10-bit</li>
</ul><p><strong>Analog Output Channels</strong></p>
<ul><li>Analog output range: 4-20 mA</li>
<li>D/A resolution 16 bits (less than 1 uA)</li>
<li>Full scale accuracy  +/-0.02% (at 20°C)</li>
<li>Span and offset temp. +/- 50 ppm per °C typ.</li>
<li>Max. output settling time 5 ms (to .05%)</li>
<li>Load resistance (@ 24 V) 0-750 Ohms</li>
<li>Load resistance (@ 10V) 300 Ohms</li>
<li>Current limiting short circuit protection</li>
</ul><p style=""line-height: 20.8px;""><span style=""font-family: arial; font-size: 10pt;"">​</span><span style=""font-family: arial; font-size: 10pt; line-height: 20.8px;"">​</span><strong style=""font-family: arial; font-size: 10pt; line-height: 20.8px;"">Configuration</strong></p>
<ul style=""line-height: 20.8px;""><li>Configured using Sixnet I/O Tool Kit</li>
<li>Graphical User Interface (GUI)</li>
</ul></div></div></section>"
864544,G3FILM15,"<section class=""field field-name-field-specifications field-type-text-with-summary field-label-above view-mode-full""><h2 class=""field-label"">Specifications: </h2><div class=""field-items""><div class=""field-item even""><p>Protective HMI Overlays for use in Highly Abrasive Environments<br>
Preapplied Low-Tack Adhesive Simplifies Use<br>
10 Overlays per Package</p>
</div></div></section>"
286699,G3FILM10,"<section class=""field field-name-field-specifications field-type-text-with-summary field-label-above view-mode-full""><h2 class=""field-label"">Specifications: </h2><div class=""field-items""><div class=""field-item even""><p>Protective HMI Overlays for use in Highly Abrasive Environments<br>
Preapplied Low-Tack Adhesive Simplifies Use<br>
10 Overlays per Package</p>
</div></div></section>"
1357729,ESERV-M12T,"<section class=""field field-name-field-specifications field-type-text-with-summary field-label-above view-mode-full""><h2 class=""field-label"">Specifications: </h2><div class=""field-items""><div class=""field-item even""><ul><li>Industrial Modbus Ethernet to Serial Gateway
<ul><li>Up to Two Active Serial Ports via TB Serial Connectors</li>
<li>One 10/100Base TX RJ-45 Ethernet Port</li>
</ul></li>
<li><span style=""font-size:13px"">Connects Modbus RS-232, RS-422, or RS-485 Serial Devices to your Modbus TCP LAN or WAN</span></li>
<li>DIN-Rail Enclosure</li>
<li>Extended Environmental Specifications
<ul><li>-34° to 80°C Operating Temperature</li>
</ul></li>
<li>Auto Detecting 10/100BaseTX Ethernet Port</li>
<li>10 to 58 VDC Input Power Range</li>
<li>Removable Terminal Blocks Simplify Power and Data Communications</li>
<li>Modbus Messaging Priority Control</li>
<li>View Messaging Status in Real Time</li>
<li>Simple Configuration through the Built-in Web Server or Windows Configuration Software</li>
<li>Heartbeat Connection - Detects Communication Failures and Automatically Reconnects</li>
<li>VCOM drivers for Windows 2000, 2003 Server, XP, and Vista</li>
</ul></div></div></section>"
1858914,6HBWDOG1,"<section class=""field field-name-field-specifications field-type-text-with-summary field-label-above view-mode-full""><h2 class=""field-label"">Specifications: </h2><div class=""field-items""><div class=""field-item even""><p>Rugged Hardware-Based Solution<br>
Fail-Safe Shutdown<br>
Heartbeat Monitoring<br>
Hazardous Location Certifications<br>
Extreme Operating Temperatures</p>
</div></div></section>"
2572379,NTPS-24-WA-100,"<section class=""field field-name-field-specifications field-type-text-with-summary field-label-above view-mode-full""><h2 class=""field-label"">Specifications: </h2><div class=""field-items""><div class=""field-item even""><p>Wall Adaptor Power Supply 0.6 Amp @ 24VDC<br>
For use with N-TRON® 100, 300 or 500 Series Switches (When ordering, please specify series in drop down menu)<br>
Pre-terminated. 6ft<br>
0° to 40°C<br>
UL, Canadian, and CE approvals</p>
</div></div></section>"
286653,CCA3PC25,"<section class=""field field-name-field-specifications field-type-text-with-summary field-label-above view-mode-full""><h2 class=""field-label"">Specifications: </h2><div class=""field-items""><div class=""field-item even""><p>This 25 Foot cable connects sensors with 3-pin connectors to bare wires.</p>
</div></div></section>"
1358316,711FXE3-ST-40,"<section class=""field field-name-field-specifications field-type-text-with-summary field-label-above view-mode-full""><h2 class=""field-label"">Specifications: </h2><div class=""field-items""><div class=""field-item even""><ul><li>11 Port Managed Industrial Ethernet Switch
<ul><li>Eight 10/100BaseTX RJ-45 Ports</li>
<li>Three 100BaseFX Singlemode 40km Fiber Ports with ST Connectors</li>
</ul></li>
<li>-40°C to 70°C Operating Temperature</li>
<li>ESD and Surge Protection on all Built-in Ports</li>
<li>Auto Sensing 10/100BaseTX, Duplex, and MDIX</li>
<li>Store-and-forward Technology</li>
<li>Redundant Power Inputs (10-49 VDC)</li>
<li>8000 MAC Addresses</li>
<li>Configurable Alarm Contact</li>
<li>Configurable Bi-Color Fault Status LED</li>
<li>Rugged Industrial DIN-Rail Enclosure</li>
<li>Fully Managed Features:
<ul><li>SNMP v1, v2, v3 and Web Browser Management</li>
<li>N-Ring™ Technology with ~30ms Healing</li>
<li>N-Link™ Redundant Ring Technology</li>
<li>N-View™ Monitoring Technology</li>
<li>EtherNet/IP™ CIP Messaging</li>
<li>Web configuration</li>
<li>IGMP Auto Configuration</li>
<li>802.1Q tag VLAN and Port VLAN</li>
<li>802.1p QoS and Port QoS</li>
<li>Port Trunking</li>
<li>Port Mirroring</li>
<li>802.1d, 802.1w, 802.1D RSTP</li>
<li>DHCP Server with Option 82 Relay, Option 61, and IP Fallback</li>
<li>Local Port IP Addressing</li>
<li>802.1AB-2005 LLDP (Link Layer Discovery Protocol)</li>
<li>Port Security - MAC Address Based Filtering</li>
</ul></li>
</ul></div></div></section>"
864538,RPGFC004,"<section class=""field field-name-field-specifications field-type-text-with-summary field-label-above view-mode-full""><h2 class=""field-label"">Specifications: </h2><div class=""field-items""><div class=""field-item even""><p>Shaft coupling, 0.375"" to 0.5""</p>
</div></div></section>"
2302971,PXU31AC0,"<section class=""field field-name-field-specifications field-type-text-with-summary field-label-above view-mode-full""><h2 class=""field-label"">Specifications: </h2><div class=""field-items""><div class=""field-item even""><p>PID Control<br>
Main Control Output - 4 to 20mA<br>
Secondary Control Output - Relay<br>
RS-485 Communications<br>
2 Programmable User Inputs<br>
Accepts TC and RTD<br>
Accepts 0-10 V, 0/4-20 mA or 0-50 mV Signals<br>
On Demand Auto-Tuning of PID Settings<br>
2 User Programmable Function Buttons<br>
Dual Relay Alarms<br>
PC or Front Panel Programming<br>
1/8 DIN Size<br>
Controllers Meet IP65 Requirements<br>
24 VDC Power Input</p>
</div></div></section>"
1357480,SL-6RS-1-D1,"<section class=""field field-name-field-specifications field-type-text-with-summary field-label-above view-mode-full""><h2 class=""field-label"">Specifications: </h2><div class=""field-items""><div class=""field-item even""><ul><li>Real-Time Ring™ Protocol with Zero-Configuration</li>
<li>6 Port Industrial Ethernet Switch
<ul><li>Six10/100BaseTX RJ-45 Ports</li>
</ul></li>
<li>Compact, Space Saving Package</li>
<li>IEEE 802.3 Compliance</li>
<li>Extended Environmental Specifications
<ul><li>-40° to 60°C Operating Temperature</li>
<li>&gt;1M+ Hours MTBF</li>
</ul></li>
<li>Supports Full/Half Duplex Operation</li>
<li>MDIX Auto Sensing Cable</li>
<li>Auto Sensing Speed and Flow Control</li>
<li>Surge Protection on Power Inputs</li>
<li>Redundant Power Inputs (10-30 VDC)</li>
<li>LED Link/Activity Status Indication</li>
<li>Lexan DIN-Rail Enclosure</li>
</ul></div></div></section>"
864693,LXU/MIN0,"<section class=""field field-name-field-specifications field-type-text-with-summary field-label-above view-mode-full""><h2 class=""field-label"">Specifications: </h2><div class=""field-items""><div class=""field-item even""><p>This label is to be used with 5 digit LPAX displays.</p>
</div></div></section>"
1357541,116TX,"<section class=""field field-name-field-specifications field-type-text-with-summary field-label-above view-mode-full""><h2 class=""field-label"">Specifications: </h2><div class=""field-items""><div class=""field-item even""><ul><li>Unmanaged Plug and Play Operation</li>
<li>16 port 10/100BaseTX Industrial Ethernet Switch
<ul><li>Sixteen 10/100BaseTX RJ-45 Ports</li>
</ul></li>
<li>Slim, Space-saving design</li>
<li>IEEE 802.3 Compliance</li>
<li>Extended Environmental Specifications
<ul><li>-40° to 85°C Operating Temperature</li>
<li>&gt;2M Hours MTBF</li>
</ul></li>
<li>Supports Full/Half Duplex Operation</li>
<li>Up to 3.2 Gb/s Maximum Throughput</li>
<li>MDIX Auto Sensing Cable</li>
<li>Auto Sensing Speed and Flow Control</li>
<li>Full Wire Speed Communications</li>
<li>ESD Protection Diodes on RJ-45 Ports</li>
<li>Surge Protection Diodes on Power Inputs</li>
<li>Store-and-forward Technology</li>
<li>Redundant Power Inputs (10-49 VDC)</li>
<li>LED Link/Activity Status Indication</li>
<li>Rugged Metal DIN-Rail Enclosure</li>
</ul></div></div></section>"
