main_image,description,brand,ids,additional_description,attributes,catalog_number
product_images/39/021/BG_33450_Solid_Bar_1.jpg,BOSTON 33450 MS14 B-N-B SOLID BARS,Boston Gear,39021,"<p>Bear-N-Bronz is Boston Gear general purpose, cast, solid bronze bearing material. It is a high grade, leaded tin bronze, having good hardness, strength, wear-resistance and exceptional anti-friction qualities. It is particularly suited for moderate to heavy loads at normal to relatively high speeds.  All parts are rigidly inspected to assure freedom from porosity and conformance to dimensional tolerances.  In addition, our standard product offering, the Bear-N-Bronz material can be provided in different sizes, bar lengths (up to 105""), and with oil grooves.</p><br><table><tr><th>Product Family</th><th>Bear-N-Bronz</th></tr><tr><th>Weight</th><th>2-3/4</th></tr><tr><th>Product Description</th><th>Bearing, Bar, Solid, 660 Cast Bronze</th></tr><tr><th>Altra Master No.</th><th>30225873</th></tr><tr><th>Max V Value (fpm)</th><th>750</th></tr><tr><th>UPC</th><th>781711334508</th></tr><tr><th>Max PV Value</th><th>75,000</th></tr><tr><th>Family Id</th><th>30,071</th></tr><tr><th>Length</th><th>13.000000</th></tr><tr><th>Outside Diameter</th><th>0.8750</th></tr><tr><th>Max P Value</th><th>3,000</th></tr><tr><th>Unit Of Measure</th><th>English</th></tr></table>","Altra Master No.:30225873|UPC:781711334508|Outside Diameter:0.8750|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Solid, 660 Cast Bronze|Weight:2-3/4|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm.",MS14
product_images/39/025/BG_33450_Solid_Bar_1.jpg,BOSTON 33458 MS22 B-N-B SOLID BARS,Boston Gear,39025,"<p>Bear-N-Bronz is Boston Gear general purpose, cast, solid bronze bearing material. It is a high grade, leaded tin bronze, having good hardness, strength, wear-resistance and exceptional anti-friction qualities. It is particularly suited for moderate to heavy loads at normal to relatively high speeds.  All parts are rigidly inspected to assure freedom from porosity and conformance to dimensional tolerances.  In addition, our standard product offering, the Bear-N-Bronz material can be provided in different sizes, bar lengths (up to 105""), and with oil grooves.</p><br><table><tr><th>Product Family</th><th>Bear-N-Bronz</th></tr><tr><th>Weight</th><th>6-1/2</th></tr><tr><th>Product Description</th><th>Bearing, Bar, Solid, 660 Cast Bronze</th></tr><tr><th>Altra Master No.</th><th>30225877</th></tr><tr><th>Max V Value (fpm)</th><th>750</th></tr><tr><th>UPC</th><th>781711334584</th></tr><tr><th>Max PV Value</th><th>75,000</th></tr><tr><th>Family Id</th><th>30,071</th></tr><tr><th>Length</th><th>13.000000</th></tr><tr><th>Outside Diameter</th><th>1.3750</th></tr><tr><th>Max P Value</th><th>3,000</th></tr><tr><th>Unit Of Measure</th><th>English</th></tr></table>","Altra Master No.:30225877|UPC:781711334584|Outside Diameter:1.3750|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Solid, 660 Cast Bronze|Weight:6-1/2|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm.",MS22
product_images/39/029/BG_33450_Solid_Bar_1.jpg,BOSTON 33466 MS30 B-N-B SOLID BARS,Boston Gear,39029,"<p>Bear-N-Bronz is Boston Gear general purpose, cast, solid bronze bearing material. It is a high grade, leaded tin bronze, having good hardness, strength, wear-resistance and exceptional anti-friction qualities. It is particularly suited for moderate to heavy loads at normal to relatively high speeds.  All parts are rigidly inspected to assure freedom from porosity and conformance to dimensional tolerances.  In addition, our standard product offering, the Bear-N-Bronz material can be provided in different sizes, bar lengths (up to 105""), and with oil grooves.</p><br><table><tr><th>Product Family</th><th>Bear-N-Bronz</th></tr><tr><th>Weight</th><th>11-1/2</th></tr><tr><th>Product Description</th><th>Bearing, Bar, Solid, 660 Cast Bronze</th></tr><tr><th>Altra Master No.</th><th>30225881</th></tr><tr><th>Max V Value (fpm)</th><th>750</th></tr><tr><th>UPC</th><th>781711334669</th></tr><tr><th>Max PV Value</th><th>75,000</th></tr><tr><th>Family Id</th><th>30,071</th></tr><tr><th>Length</th><th>13.000000</th></tr><tr><th>Outside Diameter</th><th>1.8750</th></tr><tr><th>Max P Value</th><th>3,000</th></tr><tr><th>Unit Of Measure</th><th>English</th></tr></table>","Altra Master No.:30225881|UPC:781711334669|Outside Diameter:1.8750|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Solid, 660 Cast Bronze|Weight:11-1/2|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm.",MS30
product_images/39/033/BG_33458_Solid_Bar_1.jpg,BOSTON 33478 MS42 B-N-B SOLID BARS,Boston Gear,39033,"<p>Bear-N-Bronz is Boston Gear general purpose, cast, solid bronze bearing material. It is a high grade, leaded tin bronze, having good hardness, strength, wear-resistance and exceptional anti-friction qualities. It is particularly suited for moderate to heavy loads at normal to relatively high speeds.  All parts are rigidly inspected to assure freedom from porosity and conformance to dimensional tolerances.  In addition, our standard product offering, the Bear-N-Bronz material can be provided in different sizes, bar lengths (up to 105""), and with oil grooves.</p><br><table><tr><th>Product Family</th><th>Bear-N-Bronz</th></tr><tr><th>Weight</th><th>23-1/2</th></tr><tr><th>Product Description</th><th>Bearing, Bar, Solid, 660 Cast Bronze</th></tr><tr><th>Altra Master No.</th><th>30225887</th></tr><tr><th>Max V Value (fpm)</th><th>750</th></tr><tr><th>UPC</th><th>781711334782</th></tr><tr><th>Max PV Value</th><th>75,000</th></tr><tr><th>Family Id</th><th>30,071</th></tr><tr><th>Length</th><th>13.000000</th></tr><tr><th>Outside Diameter</th><th>2.6250</th></tr><tr><th>Max P Value</th><th>3,000</th></tr><tr><th>Unit Of Measure</th><th>English</th></tr></table>","Altra Master No.:30225887|UPC:781711334782|Outside Diameter:2.6250|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Solid, 660 Cast Bronze|Weight:23-1/2|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm.",MS42
product_images/39/037/BG_33458_Solid_Bar_1.jpg,BOSTON 33488 MS56 B-N-B SOLID BARS,Boston Gear,39037,"<p>Bear-N-Bronz is Boston Gear general purpose, cast, solid bronze bearing material. It is a high grade, leaded tin bronze, having good hardness, strength, wear-resistance and exceptional anti-friction qualities. It is particularly suited for moderate to heavy loads at normal to relatively high speeds.  All parts are rigidly inspected to assure freedom from porosity and conformance to dimensional tolerances.  In addition, our standard product offering, the Bear-N-Bronz material can be provided in different sizes, bar lengths (up to 105""), and with oil grooves.</p><br><table><tr><th>Product Family</th><th>Bear-N-Bronz</th></tr><tr><th>Weight</th><th>41</th></tr><tr><th>Product Description</th><th>Bearing, Bar, Solid, 660 Cast Bronze</th></tr><tr><th>Altra Master No.</th><th>30225892</th></tr><tr><th>Max V Value (fpm)</th><th>750</th></tr><tr><th>UPC</th><th>781711334881</th></tr><tr><th>Max PV Value</th><th>75,000</th></tr><tr><th>Family Id</th><th>30,071</th></tr><tr><th>Length</th><th>13.000000</th></tr><tr><th>Outside Diameter</th><th>3.5000</th></tr><tr><th>Max P Value</th><th>3,000</th></tr><tr><th>Unit Of Measure</th><th>English</th></tr></table>","Altra Master No.:30225892|UPC:781711334881|Outside Diameter:3.5000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Solid, 660 Cast Bronze|Weight:41|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm.",MS56
product_images/39/045/BG_33458_Solid_Bar_1.jpg,BOSTON 33506 MS120 B-N-B SOLID BARS,Boston Gear,39045,"<p>Bear-N-Bronz is Boston Gear general purpose, cast, solid bronze bearing material. It is a high grade, leaded tin bronze, having good hardness, strength, wear-resistance and exceptional anti-friction qualities. It is particularly suited for moderate to heavy loads at normal to relatively high speeds.  All parts are rigidly inspected to assure freedom from porosity and conformance to dimensional tolerances.  In addition, our standard product offering, the Bear-N-Bronz material can be provided in different sizes, bar lengths (up to 105""), and with oil grooves.</p><br><table><tr><th>Product Family</th><th>Bear-N-Bronz</th></tr><tr><th>Weight</th><th>186</th></tr><tr><th>Product Description</th><th>Bearing, Bar, Solid, 660 Cast Bronze</th></tr><tr><th>Altra Master No.</th><th>30225901</th></tr><tr><th>Max V Value (fpm)</th><th>750</th></tr><tr><th>UPC</th><th>781711335062</th></tr><tr><th>Max PV Value</th><th>75,000</th></tr><tr><th>Family Id</th><th>30,071</th></tr><tr><th>Length</th><th>13.000000</th></tr><tr><th>Outside Diameter</th><th>7.5000</th></tr><tr><th>Max P Value</th><th>3,000</th></tr><tr><th>Unit Of Measure</th><th>English</th></tr></table>","Altra Master No.:30225901|UPC:781711335062|Outside Diameter:7.5000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Solid, 660 Cast Bronze|Weight:186|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm.",MS120
product_images/39/053/BG_33458_Solid_Bar_1.jpg,BOSTON 33536 MS76 B-N-B SOLID BARS,Boston Gear,39053,"<p>Bear-N-Bronz is Boston Gear general purpose, cast, solid bronze bearing material. It is a high grade, leaded tin bronze, having good hardness, strength, wear-resistance and exceptional anti-friction qualities. It is particularly suited for moderate to heavy loads at normal to relatively high speeds.  All parts are rigidly inspected to assure freedom from porosity and conformance to dimensional tolerances.  In addition, our standard product offering, the Bear-N-Bronz material can be provided in different sizes, bar lengths (up to 105""), and with oil grooves.</p><br><table><tr><th>Product Family</th><th>Bear-N-Bronz</th></tr><tr><th>Weight</th><th>73</th></tr><tr><th>Product Description</th><th>Bearing, Bar, Solid, 660 Cast Bronze</th></tr><tr><th>Altra Master No.</th><th>30225913</th></tr><tr><th>Max V Value (fpm)</th><th>750</th></tr><tr><th>UPC</th><th>781711335369</th></tr><tr><th>Max PV Value</th><th>75,000</th></tr><tr><th>Family Id</th><th>30,071</th></tr><tr><th>Length</th><th>13.000000</th></tr><tr><th>Outside Diameter</th><th>4.7500</th></tr><tr><th>Max P Value</th><th>3,000</th></tr><tr><th>Unit Of Measure</th><th>English</th></tr></table>","Altra Master No.:30225913|UPC:781711335369|Outside Diameter:4.7500|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Solid, 660 Cast Bronze|Weight:73|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm.",MS76
product_images/39/201/BG_47644_Corded_Bar_2.jpg,BOSTON 47641 MCB1216 B-N-B CORDED BAR,Boston Gear,39201,"<p>Bear-N-Bronz is Boston Gear general purpose, cast, solid bronze bearing material. It is a high grade, leaded tin bronze, having good hardness, strength, wear-resistance and exceptional anti-friction qualities. It is particularly suited for moderate to heavy loads at normal to relatively high speeds.  All parts are rigidly inspected to assure freedom from porosity and conformance to dimensional tolerances.  In addition, our standard product offering, the Bear-N-Bronz material can be provided in different sizes, bar lengths (up to 105""), and with oil grooves.</p><br><table><tr><th>Product Family</th><th>Bear-N-Bronz</th></tr><tr><th>Weight</th><th>1-1/2</th></tr><tr><th>Product Description</th><th>Bearing, Bar, Cored, 660 Cast Bronze</th></tr><tr><th>Altra Master No.</th><th>30230763</th></tr><tr><th>Inside Diameter</th><th>0.750000</th></tr><tr><th>UPC</th><th>781711476413</th></tr><tr><th>Max PV Value</th><th>75,000</th></tr><tr><th>Family Id</th><th>30,071</th></tr><tr><th>Length</th><th>13.000000</th></tr><tr><th>Outside Diameter</th><th>1.0000</th></tr><tr><th>Max P Value</th><th>3,000</th></tr><tr><th>Max V Value (fpm)</th><th>750</th></tr><tr><th>Unit Of Measure</th><th>English</th></tr></table>","Altra Master No.:30230763|UPC:781711476413|Inside Diameter:0.750000|Outside Diameter:1.0000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:1-1/2|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm.",MCB1216
product_images/39/205/BG_47644_Corded_Bar_2.jpg,BOSTON 47645 MCB1620 B-N-B CORDED BAR,Boston Gear,39205,"<p>Bear-N-Bronz is Boston Gear general purpose, cast, solid bronze bearing material. It is a high grade, leaded tin bronze, having good hardness, strength, wear-resistance and exceptional anti-friction qualities. It is particularly suited for moderate to heavy loads at normal to relatively high speeds.  All parts are rigidly inspected to assure freedom from porosity and conformance to dimensional tolerances.  In addition, our standard product offering, the Bear-N-Bronz material can be provided in different sizes, bar lengths (up to 105""), and with oil grooves.</p><br><table><tr><th>Product Family</th><th>Bear-N-Bronz</th></tr><tr><th>Weight</th><th>2</th></tr><tr><th>Product Description</th><th>Bearing, Bar, Cored, 660 Cast Bronze</th></tr><tr><th>Altra Master No.</th><th>30230767</th></tr><tr><th>Inside Diameter</th><th>1.000000</th></tr><tr><th>UPC</th><th>781711476451</th></tr><tr><th>Max PV Value</th><th>75,000</th></tr><tr><th>Family Id</th><th>30,071</th></tr><tr><th>Length</th><th>13.000000</th></tr><tr><th>Outside Diameter</th><th>1.2500</th></tr><tr><th>Max P Value</th><th>3,000</th></tr><tr><th>Max V Value (fpm)</th><th>750</th></tr><tr><th>Unit Of Measure</th><th>English</th></tr></table>","Altra Master No.:30230767|UPC:781711476451|Inside Diameter:1.000000|Outside Diameter:1.2500|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:2|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm.",MCB1620
product_images/39/209/BG_47644_Corded_Bar_2.jpg,BOSTON 47649 MCB2024 B-N-B CORDED BAR,Boston Gear,39209,"<p>Bear-N-Bronz is Boston Gear general purpose, cast, solid bronze bearing material. It is a high grade, leaded tin bronze, having good hardness, strength, wear-resistance and exceptional anti-friction qualities. It is particularly suited for moderate to heavy loads at normal to relatively high speeds.  All parts are rigidly inspected to assure freedom from porosity and conformance to dimensional tolerances.  In addition, our standard product offering, the Bear-N-Bronz material can be provided in different sizes, bar lengths (up to 105""), and with oil grooves.</p><br><table><tr><th>Product Family</th><th>Bear-N-Bronz</th></tr><tr><th>Weight</th><th>2-1/2</th></tr><tr><th>Product Description</th><th>Bearing, Bar, Cored, 660 Cast Bronze</th></tr><tr><th>Altra Master No.</th><th>30230771</th></tr><tr><th>Inside Diameter</th><th>1.250000</th></tr><tr><th>UPC</th><th>781711476499</th></tr><tr><th>Max PV Value</th><th>75,000</th></tr><tr><th>Family Id</th><th>30,071</th></tr><tr><th>Length</th><th>13.000000</th></tr><tr><th>Outside Diameter</th><th>1.5000</th></tr><tr><th>Max P Value</th><th>3,000</th></tr><tr><th>Max V Value (fpm)</th><th>750</th></tr><tr><th>Unit Of Measure</th><th>English</th></tr></table>","Altra Master No.:30230771|UPC:781711476499|Inside Diameter:1.250000|Outside Diameter:1.5000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:2-1/2|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm.",MCB2024
product_images/39/217/BG_47644_Corded_Bar_2.jpg,BOSTON 47658 MCB3036 B-N-B CORDED BAR,Boston Gear,39217,"<p>Bear-N-Bronz is Boston Gear general purpose, cast, solid bronze bearing material. It is a high grade, leaded tin bronze, having good hardness, strength, wear-resistance and exceptional anti-friction qualities. It is particularly suited for moderate to heavy loads at normal to relatively high speeds.  All parts are rigidly inspected to assure freedom from porosity and conformance to dimensional tolerances.  In addition, our standard product offering, the Bear-N-Bronz material can be provided in different sizes, bar lengths (up to 105""), and with oil grooves.</p><br><table><tr><th>Product Family</th><th>Bear-N-Bronz</th></tr><tr><th>Weight</th><th>5-1/2</th></tr><tr><th>Product Description</th><th>Bearing, Bar, Cored, 660 Cast Bronze</th></tr><tr><th>Altra Master No.</th><th>30230780</th></tr><tr><th>Inside Diameter</th><th>1.875000</th></tr><tr><th>UPC</th><th>781711476581</th></tr><tr><th>Max PV Value</th><th>75,000</th></tr><tr><th>Family Id</th><th>30,071</th></tr><tr><th>Length</th><th>13.000000</th></tr><tr><th>Outside Diameter</th><th>2.2500</th></tr><tr><th>Max P Value</th><th>3,000</th></tr><tr><th>Max V Value (fpm)</th><th>750</th></tr><tr><th>Unit Of Measure</th><th>English</th></tr></table>","Altra Master No.:30230780|UPC:781711476581|Inside Diameter:1.875000|Outside Diameter:2.2500|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:5-1/2|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm.",MCB3036
product_images/39/213/BG_47644_Corded_Bar_2.jpg,BOSTON 47654 MCB2430 B-N-B CORDED BAR,Boston Gear,39213,"<p>Bear-N-Bronz is Boston Gear general purpose, cast, solid bronze bearing material. It is a high grade, leaded tin bronze, having good hardness, strength, wear-resistance and exceptional anti-friction qualities. It is particularly suited for moderate to heavy loads at normal to relatively high speeds.  All parts are rigidly inspected to assure freedom from porosity and conformance to dimensional tolerances.  In addition, our standard product offering, the Bear-N-Bronz material can be provided in different sizes, bar lengths (up to 105""), and with oil grooves.</p><br><table><tr><th>Product Family</th><th>Bear-N-Bronz</th></tr><tr><th>Weight</th><th>4-1/2</th></tr><tr><th>Product Description</th><th>Bearing, Bar, Cored, 660 Cast Bronze</th></tr><tr><th>Altra Master No.</th><th>30230776</th></tr><tr><th>Inside Diameter</th><th>1.500000</th></tr><tr><th>UPC</th><th>781711476543</th></tr><tr><th>Max PV Value</th><th>75,000</th></tr><tr><th>Family Id</th><th>30,071</th></tr><tr><th>Length</th><th>13.000000</th></tr><tr><th>Outside Diameter</th><th>1.8750</th></tr><tr><th>Max P Value</th><th>3,000</th></tr><tr><th>Max V Value (fpm)</th><th>750</th></tr><tr><th>Unit Of Measure</th><th>English</th></tr></table>","Altra Master No.:30230776|UPC:781711476543|Inside Diameter:1.500000|Outside Diameter:1.8750|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:4-1/2|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm.",MCB2430
product_images/39/221/BG_33166_BB_Cored_Bar_1.jpg,BOSTON 47663 MCB4856 B-N-B CORDED BAR,Boston Gear,39221,"<p>Bear-N-Bronz is Boston Gear general purpose, cast, solid bronze bearing material. It is a high grade, leaded tin bronze, having good hardness, strength, wear-resistance and exceptional anti-friction qualities. It is particularly suited for moderate to heavy loads at normal to relatively high speeds.  All parts are rigidly inspected to assure freedom from porosity and conformance to dimensional tolerances.  In addition, our standard product offering, the Bear-N-Bronz material can be provided in different sizes, bar lengths (up to 105""), and with oil grooves.</p><br><table><tr><th>Product Family</th><th>Bear-N-Bronz</th></tr><tr><th>Weight</th><th>11-1/2</th></tr><tr><th>Product Description</th><th>Bearing, Bar, Cored, 660 Cast Bronze</th></tr><tr><th>Altra Master No.</th><th>30230785</th></tr><tr><th>Inside Diameter</th><th>3.000000</th></tr><tr><th>UPC</th><th>781711476635</th></tr><tr><th>Max PV Value</th><th>75,000</th></tr><tr><th>Family Id</th><th>30,071</th></tr><tr><th>Length</th><th>13.000000</th></tr><tr><th>Outside Diameter</th><th>3.5000</th></tr><tr><th>Max P Value</th><th>3,000</th></tr><tr><th>Max V Value (fpm)</th><th>750</th></tr><tr><th>Unit Of Measure</th><th>English</th></tr></table>","Altra Master No.:30230785|UPC:781711476635|Inside Diameter:3.000000|Outside Diameter:3.5000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:11-1/2|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm.",MCB4856
product_images/39/225/BG_33166_BB_Cored_Bar_1.jpg,BOSTON 47667 MCB6072 B-N-B CORDED BAR,Boston Gear,39225,"<p>Bear-N-Bronz is Boston Gear general purpose, cast, solid bronze bearing material. It is a high grade, leaded tin bronze, having good hardness, strength, wear-resistance and exceptional anti-friction qualities. It is particularly suited for moderate to heavy loads at normal to relatively high speeds.  All parts are rigidly inspected to assure freedom from porosity and conformance to dimensional tolerances.  In addition, our standard product offering, the Bear-N-Bronz material can be provided in different sizes, bar lengths (up to 105""), and with oil grooves.</p><br><table><tr><th>Product Family</th><th>Bear-N-Bronz</th></tr><tr><th>Weight</th><th>22-1/4</th></tr><tr><th>Product Description</th><th>Bearing, Bar, Cored, 660 Cast Bronze</th></tr><tr><th>Altra Master No.</th><th>30230789</th></tr><tr><th>Inside Diameter</th><th>3.750000</th></tr><tr><th>UPC</th><th>781711476673</th></tr><tr><th>Max PV Value</th><th>75,000</th></tr><tr><th>Family Id</th><th>30,071</th></tr><tr><th>Length</th><th>13.000000</th></tr><tr><th>Outside Diameter</th><th>4.5000</th></tr><tr><th>Max P Value</th><th>3,000</th></tr><tr><th>Max V Value (fpm)</th><th>750</th></tr><tr><th>Unit Of Measure</th><th>English</th></tr></table>","Altra Master No.:30230789|UPC:781711476673|Inside Diameter:3.750000|Outside Diameter:4.5000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:22-1/4|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm.",MCB6072
product_images/39/229/BG_33166_BB_Cored_Bar_1.jpg,BOSTON 47671 MCB7288 B-N-B CORDED BAR,Boston Gear,39229,"<p>Bear-N-Bronz is Boston Gear general purpose, cast, solid bronze bearing material. It is a high grade, leaded tin bronze, having good hardness, strength, wear-resistance and exceptional anti-friction qualities. It is particularly suited for moderate to heavy loads at normal to relatively high speeds.  All parts are rigidly inspected to assure freedom from porosity and conformance to dimensional tolerances.  In addition, our standard product offering, the Bear-N-Bronz material can be provided in different sizes, bar lengths (up to 105""), and with oil grooves.</p><br><table><tr><th>Product Family</th><th>Bear-N-Bronz</th></tr><tr><th>Weight</th><th>36</th></tr><tr><th>Product Description</th><th>Bearing, Bar, Cored, 660 Cast Bronze</th></tr><tr><th>Altra Master No.</th><th>30230793</th></tr><tr><th>Inside Diameter</th><th>4.500000</th></tr><tr><th>UPC</th><th>781711476710</th></tr><tr><th>Max PV Value</th><th>75,000</th></tr><tr><th>Family Id</th><th>30,071</th></tr><tr><th>Length</th><th>13.000000</th></tr><tr><th>Outside Diameter</th><th>5.5000</th></tr><tr><th>Max P Value</th><th>3,000</th></tr><tr><th>Max V Value (fpm)</th><th>750</th></tr><tr><th>Unit Of Measure</th><th>English</th></tr></table>","Altra Master No.:30230793|UPC:781711476710|Inside Diameter:4.500000|Outside Diameter:5.5000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:36|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm.",MCB7288
product_images/39/233/BG_33166_BB_Cored_Bar_1.jpg,BOSTON 47676 MCB88104 B-N-B CORDED BAR,Boston Gear,39233,"<p>Bear-N-Bronz is Boston Gear general purpose, cast, solid bronze bearing material. It is a high grade, leaded tin bronze, having good hardness, strength, wear-resistance and exceptional anti-friction qualities. It is particularly suited for moderate to heavy loads at normal to relatively high speeds.  All parts are rigidly inspected to assure freedom from porosity and conformance to dimensional tolerances.  In addition, our standard product offering, the Bear-N-Bronz material can be provided in different sizes, bar lengths (up to 105""), and with oil grooves.</p><br><table><tr><th>Product Family</th><th>Bear-N-Bronz</th></tr><tr><th>Weight</th><th>43</th></tr><tr><th>Product Description</th><th>Bearing, Bar, Cored, 660 Cast Bronze</th></tr><tr><th>Altra Master No.</th><th>30230797</th></tr><tr><th>Inside Diameter</th><th>5.500000</th></tr><tr><th>UPC</th><th>781711476765</th></tr><tr><th>Max PV Value</th><th>75,000</th></tr><tr><th>Family Id</th><th>30,071</th></tr><tr><th>Length</th><th>13.000000</th></tr><tr><th>Outside Diameter</th><th>6.5000</th></tr><tr><th>Max P Value</th><th>3,000</th></tr><tr><th>Max V Value (fpm)</th><th>750</th></tr><tr><th>Unit Of Measure</th><th>English</th></tr></table>","Altra Master No.:30230797|UPC:781711476765|Inside Diameter:5.500000|Outside Diameter:6.5000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:43|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm.",MCB88104
product_images/39/237/BG_33166_BB_Cored_Bar_1.jpg,BOSTON 47681 MCB104120 B-N-B CORDED BAR,Boston Gear,39237,"<p>Bear-N-Bronz is Boston Gear general purpose, cast, solid bronze bearing material. It is a high grade, leaded tin bronze, having good hardness, strength, wear-resistance and exceptional anti-friction qualities. It is particularly suited for moderate to heavy loads at normal to relatively high speeds.  All parts are rigidly inspected to assure freedom from porosity and conformance to dimensional tolerances.  In addition, our standard product offering, the Bear-N-Bronz material can be provided in different sizes, bar lengths (up to 105""), and with oil grooves.</p><br><table><tr><th>Product Family</th><th>Bear-N-Bronz</th></tr><tr><th>Weight</th><th>50-1/4</th></tr><tr><th>Product Description</th><th>Bearing, Bar, Cored, 660 Cast Bronze</th></tr><tr><th>Altra Master No.</th><th>30230802</th></tr><tr><th>Inside Diameter</th><th>6.500000</th></tr><tr><th>UPC</th><th>781711476819</th></tr><tr><th>Max PV Value</th><th>75,000</th></tr><tr><th>Family Id</th><th>30,071</th></tr><tr><th>Length</th><th>13.000000</th></tr><tr><th>Outside Diameter</th><th>7.5000</th></tr><tr><th>Max P Value</th><th>3,000</th></tr><tr><th>Max V Value (fpm)</th><th>750</th></tr><tr><th>Unit Of Measure</th><th>English</th></tr></table>","Altra Master No.:30230802|UPC:781711476819|Inside Diameter:6.500000|Outside Diameter:7.5000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:50-1/4|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm.",MCB104120
