main_image,catalog_number,ids,additional_description,attributes,description
product_images/27/93413/dATYb06.png,CA32106 L,2793413,"<table>
			<tr>
				<td><font></font></td><td><font><b>Heavy Duty Hand Crank Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcraft's Series 30000 reels are designed for rugged, heavy duty applications requiring long lengths of hose and large storage capacity. All-bolted unitized construction with no welds to fatigue, full flow swivel and heavy gauge steel frame, spool and drum ensure longest service life. Series 30000s vibration-proof, self-locking fasteners are ideal for industrial or field use such as turf care or pest control.</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Hose replacement made easy - the goose neck can easily be removed to simplify adding long lengths of hose to the reel.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Full flow stress free swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. </li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Quality finish and corrosion resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Easy to add tension - The T-handle tensioning device allows proper tension to be applied to the spool to eliminate the free spooling of the reel.</li></span></p>
                    </ul>","<table><tr><td><font><b>Part Number</b></font></td><td><font>CA32106 L </font></td></tr><tr><td><font><b>Series</b></font></td><td><font>30000</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>40</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1/2""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.750</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>100</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>1000</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font></font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>No</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>250 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font>IN, CA, CN</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567002093</font></td></tr></table>",Reelcraft CA32106 L Hose Reel 1/2 x 100ft QS123 Hand Crank no Hose 1000
product_images/27/93503/6rdLfFx.png,S601022-35,2793503,"<table>
		<tr>
			<td><font></font></td><td><font><b>Low Pressure Air/Water Hose</b></font></td>
		</tr><tr>
			<td><font></font></td><td><font>Low pressure, air/water, PVC nylon braid hose. Be sure working pressure required does not exceed rating listed in chart.</font></td>
		</tr>
	</table>",<table><tr><td><font><b>Part Number</b></font></td><td><font>S601022-35</font></td></tr><tr><td><font><b>Hose Type</b></font></td><td><font>Air/Water </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>6.5 </font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1/2</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>0.750 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>35</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>300</font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>1/2 NPT(M) </font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>1/2 NPT(M) </font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>150 </font></td></tr></table>,Reelcraft S601022-35 HOSE PVC 1/2 X 35FT 1/2 X 1/2 NPTF (M) 300 PSI
product_images/27/93425/zWvBpHA.png,CA33118 L,2793425,"<table>
			<tr>
				<td><font></font></td><td><font><b>Heavy Duty Hand Crank Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcraft's Series 30000 reels are designed for rugged, heavy duty applications requiring long lengths of hose and large storage capacity. All-bolted unitized construction with no welds to fatigue, full flow swivel and heavy gauge steel frame, spool and drum ensure longest service life. Series 30000s vibration-proof, self-locking fasteners are ideal for industrial or field use such as turf care or pest control.</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Hose replacement made easy - the goose neck can easily be removed to simplify adding long lengths of hose to the reel.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Full flow stress free swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. </li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Quality finish and corrosion resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Easy to add tension - The T-handle tensioning device allows proper tension to be applied to the spool to eliminate the free spooling of the reel.</li></span></p>
                    </ul>","<table><tr><td><font><b>Part Number</b></font></td><td><font>CA33118 L </font></td></tr><tr><td><font><b>Series</b></font></td><td><font>30000</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/4""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>1.075 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>175</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>1000</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font></font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>3/4 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>3/4 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>No</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>250 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font>IN, CA</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567000952</font></td></tr></table>",Reelcraft CA33118 L Hose Reel 3/4 x 175ft QS12 Hand Crank no Hose 1000
product_images/27/93421/8OwGg5q.png,CA33106 L,2793421,"<table>
			<tr>
				<td><font></font></td><td><font><b>Heavy Duty Hand Crank Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcraft's Series 30000 reels are designed for rugged, heavy duty applications requiring long lengths of hose and large storage capacity. All-bolted unitized construction with no welds to fatigue, full flow swivel and heavy gauge steel frame, spool and drum ensure longest service life. Series 30000s vibration-proof, self-locking fasteners are ideal for industrial or field use such as turf care or pest control.</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Hose replacement made easy - the goose neck can easily be removed to simplify adding long lengths of hose to the reel.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Full flow stress free swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. </li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Quality finish and corrosion resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Easy to add tension - The T-handle tensioning device allows proper tension to be applied to the spool to eliminate the free spooling of the reel.</li></span></p>
                    </ul>","<table><tr><td><font><b>Part Number</b></font></td><td><font>CA33106 L </font></td></tr><tr><td><font><b>Series</b></font></td><td><font>30000</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>41</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/4""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>1.075 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>1000</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font></font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>3/4 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>3/4 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>No</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>250 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font>IN, CA, CN</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567002154</font></td></tr></table>",Reelcraft CA33106 L Hose Reel 3/4 x 50ft QS123 Hand Crank no Hose 1000
product_images/27/93441/jxAq3EN.png,L 4035 163 3,2793441,"<table>
			<tr>
				<td><font></font></td><td><font><b>Heavy Duty Power Cord Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcraft's series L 4000 and L 5000 power and light cord reels offer many different styles of outlets and lamps. Easy to mount and structurally strong, the power cord and light cord reels have robotically welded heavy gauge steel frame that attaches to most structurally sound surfaces. For indoor, non-weather tight applications only. *UL/CSA approved*</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Reinforced steel - The robotically welded steel base offers maximum strength and consistent quality.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Heavy duty collector ring - A robust collector ring assures maximum conductivity current flow.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Long life drive spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding.  Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Quality finish and corrosion resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li></span></p>
                    </ul>","<table><tr><td><font><b>Part Number</b></font></td><td><font>L 4035 163 3</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>L4000</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>26</font></td></tr><tr><td><font><b>Cord Ending</b></font></td><td><font>Single Receptacle</font></td></tr><tr><td><font><b>AWG</b></font></td><td><font>16</font></td></tr><tr><td><font><b>Cord/Cable Length (ft)</b></font></td><td><font>35</font></td></tr><tr><td><font><b>Volts</b></font></td><td><font>125</font></td></tr><tr><td><font><b>Amps</b></font></td><td><font>13 </font></td></tr><tr><td><font><b>Conductors</b></font></td><td><font>3</font></td></tr><tr><td><font><b>Cord/Cable Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Type</b></font></td><td><font>SJTOW</font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font>IN, CA</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567000426</font></td></tr></table>",Reelcraft L 4035 163 3 Cord Reel Single Outlet QS12 35ft 16 AWG/3 Cond 13 A
product_images/27/93433/8V2u2H6.png,EA32106 L12D,2793433,"<table>
			<tr>
				<td><font></font></td><td><font><b>Heavy Duty 12 V DC Motor Driven Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcraft's Series 30000 hose reels are designed for rugged, heavy duty applications requiring long lengths of hose and large storage capacity. All-bolted unitized construction with no welds to fatigue, full flow swivel and heavy gauge steel frame, spool and drum ensure longest service life. Series 30000s vibration-proof, self-locking fasteners are ideal for industrial or field use such as turf care or pest control.</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Hose replacement made easy - the goose neck can easily be removed to simplify adding long lengths of hose to the reel.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Full flow stress free swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. </li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Quality finish and corrosion resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Motor options - Multiple motor options provide an easy method to rewind long lengths of hose.</li></span></p>
                    </ul>","<table><tr><td><font><b>Part Number</b></font></td><td><font>EA32106 L12D</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>30000</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>60</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1/2""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.750</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>100</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>1000</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font></font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>No</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>250 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567003007</font></td></tr></table>",Reelcraft EA32106 L12D Hose Reel 1/2 x 100ft 12VDC Motor no hose 1000 psi
product_images/27/93465/G8QTVXG.png,L 4500,2793465,"<table>
			<tr>
				<td><font></font></td><td><font><b>Heavy Duty Cord Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcraft's series L 4000 and L 5000 power and light cord reels offer many different styles of outlets and lamps. Easy to mount and structurally strong, the power cord and light cord reels have robotically welded heavy gauge steel frame that attaches to most structurally sound surfaces. For indoor, non-weather tight applications only. *UL/CSA approved*</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Reinforced steel - The robotically welded steel base offers maximum strength and consistent quality.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Heavy duty collector ring - A robust collector ring assures maximum conductivity current flow.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Long life drive spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding.  Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Quality finish and corrosion resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li></span></p>
                    </ul>",<table><tr><td><font><b>Part Number</b></font></td><td><font>L 4500</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>L4000</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>22</font></td></tr><tr><td><font><b>Cord Ending</b></font></td><td><font>Bare Reel</font></td></tr><tr><td><font><b>AWG</b></font></td><td><font>12</font></td></tr><tr><td><font><b>Cord/Cable Length (ft)</b></font></td><td><font>45</font></td></tr><tr><td><font><b>Volts</b></font></td><td><font>125</font></td></tr><tr><td><font><b>Amps</b></font></td><td><font>20 </font></td></tr><tr><td><font><b>Conductors</b></font></td><td><font>3</font></td></tr><tr><td><font><b>Cord/Cable Included</b></font></td><td><font>No</font></td></tr><tr><td><font><b>Type</b></font></td><td><font>SJEOOW </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font>IN</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567002222</font></td></tr></table>,Reelcraft L 4500 Cord Reel Without Cord QS1 45ft 12 AWG/3 Cond 20 AM
product_images/27/93507/6rdLfFx.png,S601026-20,2793507,"<table>
		<tr>
			<td><font></font></td><td><font><b>Low Pressure Air/Water Hose</b></font></td>
		</tr><tr>
			<td><font></font></td><td><font>Low pressure, air/water, PVC nylon braid hose. Be sure working pressure required does not exceed rating listed in chart.</font></td>
		</tr>
	</table>",<table><tr><td><font><b>Part Number</b></font></td><td><font>S601026-20</font></td></tr><tr><td><font><b>Hose Type</b></font></td><td><font>Air/Water </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>5.9 </font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/4</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>1.075 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>20</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>250</font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>3/4 NPT(M) </font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>3/4 NPT(M) </font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>150 </font></td></tr></table>,Reelcraft S601026-20 HOSE PVC 3/4 X 20FT 3/4 X 3/4^ NPTF (M) 250 PSI
product_images/27/93519/6rdLfFx.png,S601027-50,2793519,"<table>
		<tr>
			<td><font></font></td><td><font><b>Low Pressure Air/Water Hose</b></font></td>
		</tr><tr>
			<td><font></font></td><td><font>Low pressure, air/water, PVC nylon braid hose. Be sure working pressure required does not exceed rating listed in chart.</font></td>
		</tr>
	</table>",<table><tr><td><font><b>Part Number</b></font></td><td><font>S601027-50</font></td></tr><tr><td><font><b>Hose Type</b></font></td><td><font>Air/Water </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>21.8</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>1.375 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>250</font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>3/4 NPT(M) </font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>1 NPT(M) </font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>150 </font></td></tr></table>,Reelcraft S601027-50 HOSE PVC 1 X 50FT 3/4 X 1 NPTF (M) 250 PSI
product_images/27/93511/6rdLfFx.png,S601026-50,2793511,"<table>
		<tr>
			<td><font></font></td><td><font><b>Low Pressure Air/Water Hose</b></font></td>
		</tr><tr>
			<td><font></font></td><td><font>Low pressure, air/water, PVC nylon braid hose. Be sure working pressure required does not exceed rating listed in chart.</font></td>
		</tr>
	</table>",<table><tr><td><font><b>Part Number</b></font></td><td><font>S601026-50</font></td></tr><tr><td><font><b>Hose Type</b></font></td><td><font>Air/Water </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>15</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/4</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>1.075 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>250</font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>3/4 NPT(M) </font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>3/4 NPT(M) </font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>150 </font></td></tr></table>,Reelcraft S601026-50 HOSE PVC 3/4 X 50FT 3/4 X 3/4^ NPTF (M) 250 PSI
product_images/27/93515/6rdLfFx.png,S601026-200,2793515,"<table>
		<tr>
			<td><font></font></td><td><font><b>Low Pressure Air/Water Hose</b></font></td>
		</tr><tr>
			<td><font></font></td><td><font>Low pressure, air/water, PVC nylon braid hose. Be sure working pressure required does not exceed rating listed in chart.</font></td>
		</tr>
	</table>",<table><tr><td><font><b>Part Number</b></font></td><td><font>S601026-200</font></td></tr><tr><td><font><b>Hose Type</b></font></td><td><font>Air/Water </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>58</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/4</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>1.075 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>200</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>250</font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>3/4 NPT(M) </font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>3/4 NPT(M) </font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>150 </font></td></tr></table>,Reelcraft S601026-200 HOSE PVC 3/4 X 200FT 3/4 X 3/4^ NPTF (M) 250 PSI
product_images/22/08068/7800_OLP_RzTXLwn.jpg,7600 OHP,2208068,"<div>\n        \n	\n		\n			 <h5>Heavy Duty Spring Retractable Hose Reel</h5>\n		\n			 Reelcraft's Series 7000 is very robust and ideal for the most demanding applications. The reel’s base and guide arm are formed from high-grade steel and engineered with structural forms and gussets to yield the greatest amount of strength. The standard low pressure hose is for air or water service only. The basic reel without hose can be used for air, water or oil. Consult Reelcraft for other products and hoses. Guide arm adjusts to 3 positions.                                                   \n		\n	\n\n        \n            <ul>\n                <li>Reinforced Steel - The steel guide arm and base are stamped with ribs and gussets to insure maximum strength and lightest possible weight.</li>\n                <li>Full Flow Stress Free Swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. The hose is plumbed into the base to eliminate the risk of undue stress on the swivel.</li>\n                <li>Long Life Drive Spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding.  Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li>\n                <li>Quality Finish and Corrosions Resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li>\n            </ul>\n            \n    </div><h5>Specifications</h5><div><table class=""description-table"">\n			<tr>\n				<th>Part Number</th><td>7600 OHP                      </td>\n			</tr><tr>\n				<th>Series</th><td>7000           </td>\n			</tr><tr>\n				<th>Weight (lbs)</th><td>46        </td>\n			</tr><tr>\n				<th>Hose I.D. (in)</th><td>3/8""</td>\n			</tr><tr>\n				<th>Hose O.D. (in)</th><td>.730      </td>\n			</tr><tr>\n				<th>Hose Length (ft)</th><td>50</td>\n			</tr><tr>\n				<th>Pressure (psi)</th><td>5000</td>\n			</tr><tr>\n				<th>Outlet (in)</th><td> </td>\n			</tr><tr>\n				<th>Inlet (in)</th><td>1/2 (F)NPTF</td>\n			</tr><tr>\n				<th>Hose Included</th><td>no</td>\n			</tr><tr>\n				<th>Max Temperature (°F)</th><td>210       </td>\n			</tr><tr>\n				<th>Warehouse</th><td>CA</td>\n			</tr>\n		</table><table class=""description-table"">\n		<tr>\n			<th>A</th><td>20.25""</td>\n		</tr><tr>\n			<th>B</th><td>19.75""</td>\n		</tr><tr>\n			<th>C</th><td>7.8125""</td>\n		</tr><tr>\n			<th>D</th><td>3.875""</td>\n		</tr><tr>\n			<th>E</th><td>7""</td>\n		</tr>\n	</table></div>","<table><tr><td><font><b>Part Number</b></font></td><td><font>7600 OHP</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>7000 </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>46</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/8""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.730</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>5000</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font></font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>3/8 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>No</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font>CA</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567001362</font></td></tr></table>",ReelCraft 7600 OHP SERIES 7000 OPEN WITHOUT HOSE & BUMPER
product_images/27/93481/7PX4KgH.png,L 4050 163 10,2793481,"<table>
			<tr>
				<td><font></font></td><td><font><b>Heavy Duty Light Cord Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcraft's series L 4000 and L 5000 power and light cord reels offer many different styles of outlets and lamps. Easy to mount and structurally strong, the power cord and light cord reels have robotically welded heavy gauge steel frame that attaches to most structurally sound surfaces. For indoor, non-weather tight applications only. *UL/CSA approved*</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Reinforced steel - The robotically welded steel base offers maximum strength and consistent quality.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Heavy duty collector ring - A robust collector ring assures maximum conductivity current flow.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Long life drive spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding.  Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Quality finish and corrosion resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li></span></p>
                    </ul>",<table><tr><td><font><b>Part Number</b></font></td><td><font>L 4050 163 10 </font></td></tr><tr><td><font><b>Series</b></font></td><td><font>L4000</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>27</font></td></tr><tr><td><font><b>Cord Ending</b></font></td><td><font>LED Light</font></td></tr><tr><td><font><b>AWG</b></font></td><td><font>16</font></td></tr><tr><td><font><b>Cord/Cable Length (ft)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Volts</b></font></td><td><font>125</font></td></tr><tr><td><font><b>Amps</b></font></td><td><font>13 </font></td></tr><tr><td><font><b>Conductors</b></font></td><td><font>3</font></td></tr><tr><td><font><b>Cord/Cable Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Type</b></font></td><td><font>SJTOW</font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font>IN</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567008774</font></td></tr></table>,Reelcraft L 4050 163 10 Cord Reel LED Light QS1 50ft 16 AWG/3 Cond 13 AM
product_images/27/93499/6rdLfFx.png,S601015-100,2793499,"<table>
		<tr>
			<td><font></font></td><td><font><b>Low Pressure Air/Water Hose</b></font></td>
		</tr><tr>
			<td><font></font></td><td><font>Low pressure, air/water, PVC nylon braid hose. Be sure working pressure required does not exceed rating listed in chart.</font></td>
		</tr>
	</table>",<table><tr><td><font><b>Part Number</b></font></td><td><font>S601015-100</font></td></tr><tr><td><font><b>Hose Type</b></font></td><td><font>Air/Water </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>14</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/8</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>0.600 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>100</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>300</font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>3/8 NPT(M) </font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>1/2 NPT(M) </font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>150 </font></td></tr></table>,Reelcraft S601015-100 HOSE PVC 3/8 X 100 FT 3/8 X 1/2 NPTF (M) 300 PSI
