id,catalog_number,attributes
2936048,8MPCC179262,"UPC:698672913652|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):62|Number Of Teeth:224|Pitch Length (Metric):1,792|Pitch:8M|Weight:1.2"
2936060,14MPCC280090,"UPC:698672912808|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):90|Number Of Teeth:200|Pitch Length (Metric):2,800|Pitch:14M|Weight:4.2"
2936064,14MPCC280068,"UPC:698672912792|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):68|Number Of Teeth:200|Pitch Length (Metric):2,800|Pitch:14M|Weight:3.2"
2936076,L09916MM,"UPC:698672223850|Material Type:Sinter  Carbon Steel|Coupling Size:L099|Bore Size (Metric):16|Bore Tolerance:+.016MM/.034MM|Component Weight:1.2|Keyseat:5MM X 2.3MM|L Dimension:1.73|LTB Dimension:1.73|Max RPM:7,000|OD, Dimension:2.53|Product Family:L-Jaw  Hub|S Dimension:0.520|Product Description:L099 X 16mm|Setscrew Length:0.375000|Setscrew Size:5/16-18NC"
2936084,14MPCC112090,"UPC:698672911955|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):90|Number Of Teeth:80|Pitch Length (Metric):1,120|Pitch:14M|Weight:1.7"
2936100,8MPCC252012,"UPC:698672913829|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):12|Number Of Teeth:315|Pitch Length (Metric):2,520|Pitch:8M|Weight:0.3"
2936132,L09915MM,"UPC:698672223843|Material Type:Sinter  Carbon Steel|Coupling Size:L099|Bore Size (Metric):15|Bore Tolerance:+.016MM/.034MM|Component Weight:1.2|Keyseat:5MM X 2.3MM|L Dimension:1.73|LTB Dimension:1.73|Max RPM:7,000|OD, Dimension:2.53|Product Family:L-Jaw  Hub|S Dimension:0.520|Product Description:L099 X 15mm|Setscrew Length:0.375000|Setscrew Size:5/16-18NC"
2936140,L22550MM,"UPC:698672223966|Material Type:Cast Iron|Coupling Size:L225|Bore Size (Metric):50|Bore Tolerance:+.025MM/.050MM|Component Weight:9.1|H.D. Dimension:4.25|Keyseat:14MM X 3.8MM|L Dimension:3.12|LTB Dimension:3.12|Max RPM:4,600|OD, Dimension:5.00|Product Family:L-Jaw  Hub|S Dimension:1.000|Product Description:L225 X 50mm|Setscrew Length:0.625000|Setscrew Size:7/16-14NC"
2936144,8MPCC122462,"UPC:698672913454|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):62|Number Of Teeth:153|Pitch Length (Metric):1,224|Pitch:8M|Weight:0.8"
2936148,14MPCC189090,"UPC:698672912303|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):90|Number Of Teeth:135|Pitch Length (Metric):1,890|Pitch:14M|Weight:2.9"
2936160,8MPCC328062,"UPC:698672914093|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):62|Number Of Teeth:410|Pitch Length (Metric):3,280|Pitch:8M|Weight:2.2"
2936196,8MPCC260036,"UPC:698672913881|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):36|Number Of Teeth:325|Pitch Length (Metric):2,600|Pitch:8M|Weight:1.0"
2936208,14MPCC196068,"UPC:698672912341|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):68|Number Of Teeth:140|Pitch Length (Metric):1,960|Pitch:14M|Weight:2.2"
2936216,L19045MM,"UPC:698672223935|Material Type:Cast Iron|Coupling Size:L190|Bore Size (Metric):45|Bore Tolerance:+.025MM/.050MM|Component Weight:6.9|H.D. Dimension:4.00|Keyseat:14MM X 3.8MM|L Dimension:2.91|LTB Dimension:2.91|Max RPM:5,000|OD, Dimension:4.50|Product Family:L-Jaw  Hub|S Dimension:0.880|Product Description:L190 X 45mm|Setscrew Length:0.625000|Setscrew Size:7/16-14NC"
2936224,8MPCC252062,"UPC:698672913850|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):62|Number Of Teeth:315|Pitch Length (Metric):2,520|Pitch:8M|Weight:1.7"
2936232,L07010MM,"Material Type:Sinter  Carbon Steel|Coupling Size:L070|Bore Size (Metric):10|Bore Tolerance:+.013MM/.028MM|Component Weight:0.2|Keyseat:3MM X 1.4MM|L Dimension:1.21|LTB Dimension:1.21|Max RPM:14,000|OD, Dimension:1.36|Product Family:L-Jaw  Hub|S Dimension:0.380|Product Description:L070 X 10mm|Setscrew Length:0.250000|Setscrew Size:1/4-20NC"
2936244,14MPCC392068,"UPC:698672913096|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):68|Number Of Teeth:280|Pitch Length (Metric):3,920|Pitch:14M|Weight:4.5"
2936252,L19028MM,"UPC:698672223911|Material Type:Cast Iron|Coupling Size:L190|Bore Size (Metric):28|Bore Tolerance:+.020MM/.041MM|Component Weight:6.9|H.D. Dimension:4.00|Keyseat:8MM X 3.3MM|L Dimension:2.91|LTB Dimension:2.91|Max RPM:5,000|OD, Dimension:4.50|Product Family:L-Jaw  Hub|S Dimension:0.880|Product Description:L190 X 28mm|Setscrew Length:0.625000|Setscrew Size:7/16-14NC"
2936268,14MPCC2240125,"UPC:698672912419|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):125|Number Of Teeth:160|Pitch Length (Metric):2,240|Pitch:14M|Weight:4.7"
2936332,14MPCC259037,"UPC:698672912686|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):37|Number Of Teeth:185|Pitch Length (Metric):2,590|Pitch:14M|Weight:1.6"
2936352,14MPCC156868,"UPC:698672912143|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):68|Number Of Teeth:112|Pitch Length (Metric):1,568|Pitch:14M|Weight:1.8"
2936376,14MPCC175068,"UPC:698672912242|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):68|Number Of Teeth:125|Pitch Length (Metric):1,750|Pitch:14M|Weight:2.0"
2936380,14MPCC238090,"UPC:698672912556|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):90|Number Of Teeth:170|Pitch Length (Metric):2,380|Pitch:14M|Weight:3.6"
2936420,14MPCC385068,"UPC:698672913041|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):68|Number Of Teeth:275|Pitch Length (Metric):3,850|Pitch:14M|Weight:4.4"
2936416,14MPCC196037,"UPC:698672912334|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):37|Number Of Teeth:140|Pitch Length (Metric):1,960|Pitch:14M|Weight:1.2"
2936436,8MPCC284012,"UPC:698672913942|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):12|Number Of Teeth:355|Pitch Length (Metric):2,840|Pitch:8M|Weight:0.4"
2936460,8MPCC104036,"UPC:698672913324|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):36|Number Of Teeth:130|Pitch Length (Metric):1,040|Pitch:8M|Weight:0.4"
2936468,SS07558,"UPC:698672224017|Material Type:Stainless Steel|Coupling Size:SS075|Bore Size (English):0.625000|Bore Tolerance:+.0005 to +.0015|Component Weight:0.5|Keyseat:3/16 X 3/32|L Dimension:1.26|LTB Dimension:1.26|Max RPM:9,000|OD, Dimension:1.75|Product Family:L-Jaw  Hub|S Dimension:0.310|Product Description:SS075 X 5/8|Setscrew Length:0.375000|Setscrew Size:1/4-20NC"
2936472,14MPCC392037,"UPC:698672913089|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):37|Number Of Teeth:280|Pitch Length (Metric):3,920|Pitch:14M|Weight:2.4"
834605,14MPCC313637,"UPC:698672912839|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):37|Number Of Teeth:224|Pitch Length (Metric):3,136|Pitch:14M|Weight:1.9"
2936504,SS150158,"UPC:698672224246|Material Type:Stainless Steel|Coupling Size:SS150|Bore Size (English):1.625000|Bore Tolerance:+.0005 to +.0015|Component Weight:5.7|Keyseat:3/8 X 3/16|L Dimension:2.70|LTB Dimension:2.70|Max RPM:5,000|OD, Dimension:3.78|Product Family:L-Jaw  Hub|S Dimension:0.750|Product Description:SS150 X 1-5/8|Setscrew Length:0.625000|Setscrew Size:3/8-16NC"
2936604,14MPCC126090,"UPC:698672912051|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):90|Number Of Teeth:90|Pitch Length (Metric):1,260|Pitch:14M|Weight:1.9"
2936660,14MPCC156837,"UPC:698672912136|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):37|Number Of Teeth:112|Pitch Length (Metric):1,568|Pitch:14M|Weight:1.0"
2936692,8MPCC64062,UPC:698672914291|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):62|Number Of Teeth:80|Pitch Length (Metric):640|Pitch:8M|Weight:0.4
2936712,SS09512,"UPC:698672224291|Material Type:Stainless Steel|Coupling Size:SS095|Bore Size (English):0.500000|Bore Tolerance:+.0005 to +.0015|Component Weight:1|Keyseat:1/8 X 1/16|L Dimension:1.46|LTB Dimension:1.46|Max RPM:9,000|OD, Dimension:2.13|Product Family:L-Jaw  Hub|S Dimension:0.440|Product Description:SS095 X 1/2|Setscrew Length:0.375000|Setscrew Size:5/16-18NC"
2936700,14MPCC1610125,"UPC:698672912167|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):125|Number Of Teeth:115|Pitch Length (Metric):1,610|Pitch:14M|Weight:3.8"
2936704,SS1101,"UPC:698672224147|Material Type:Stainless Steel|Coupling Size:SS110|Bore Size (English):1.000000|Bore Tolerance:+.0005 to +.0015|Component Weight:4|Keyseat:1/4 X 1/8|L Dimension:2.50|LTB Dimension:2.50|Max RPM:5,000|OD, Dimension:3.32|Product Family:L-Jaw  Hub|S Dimension:0.750|Product Description:SS110 X 1|Setscrew Length:0.625000|Setscrew Size:3/8-16NC"
2936760,8MPCC80012,UPC:698672914345|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):12|Number Of Teeth:100|Pitch Length (Metric):800|Pitch:8M|Weight:0.1
2936796,8MPCC120036,"UPC:698672913409|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):36|Number Of Teeth:150|Pitch Length (Metric):1,200|Pitch:8M|Weight:0.5"
2936800,14MPCC210037,"UPC:698672912389|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):37|Number Of Teeth:150|Pitch Length (Metric):2,100|Pitch:14M|Weight:1.3"
2936844,8MPCC144021,"UPC:698672913515|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):21|Number Of Teeth:180|Pitch Length (Metric):1,440|Pitch:8M|Weight:0.3"
2936828,L0509MM,"UPC:698672223812|Material Type:Sinter  Carbon Steel|Coupling Size:L050|Bore Size (Metric):9|Bore Tolerance:+.013MM/.028MM|Component Weight:0.1|Keyseat:3MM X 1.4MM|L Dimension:1.06|LTB Dimension:1.06|Max RPM:18,000|OD, Dimension:1.08|Product Family:L-Jaw  Hub|S Dimension:0.310|Product Description:L050 X 9mm|Setscrew Length:0.250000|Setscrew Size:1/4-20NC"
2936872,14MPCC259090,"UPC:698672912709|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):90|Number Of Teeth:185|Pitch Length (Metric):2,590|Pitch:14M|Weight:3.9"
2936864,8MPCC440012,"UPC:698672914185|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):12|Number Of Teeth:550|Pitch Length (Metric):4,400|Pitch:8M|Weight:0.6"
2936904,8MPCC96062,UPC:698672914451|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):62|Number Of Teeth:120|Pitch Length (Metric):960|Pitch:8M|Weight:0.7
2936928,14MPCC252020,"UPC:698672912624|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):20|Number Of Teeth:180|Pitch Length (Metric):2,520|Pitch:14M|Weight:0.9"
2936956,14MPCC350020,"UPC:698672912976|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):20|Number Of Teeth:250|Pitch Length (Metric):3,500|Pitch:14M|Weight:1.2"
2936948,14MPCC210020,"UPC:698672912372|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):20|Number Of Teeth:150|Pitch Length (Metric):2,100|Pitch:14M|Weight:0.7"
2936976,14MPCC350090,"UPC:698672913003|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):90|Number Of Teeth:250|Pitch Length (Metric):3,500|Pitch:14M|Weight:5.3"
2936964,8MPCC240036,"UPC:698672913805|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):36|Number Of Teeth:300|Pitch Length (Metric):2,400|Pitch:8M|Weight:0.9"
2936972,8MPCC104062,"UPC:698672913331|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):62|Number Of Teeth:130|Pitch Length (Metric):1,040|Pitch:8M|Weight:0.7"
2937000,14MPCC2520125,"UPC:698672912617|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):125|Number Of Teeth:180|Pitch Length (Metric):2,520|Pitch:14M|Weight:5.3"
2935497,8MPCC200036,"UPC:698672913683|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):36|Number Of Teeth:250|Pitch Length (Metric):2,000|Pitch:8M|Weight:0.8"
2935557,14MPCC259020,"UPC:698672912679|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):20|Number Of Teeth:185|Pitch Length (Metric):2,590|Pitch:14M|Weight:0.9"
2935545,8MPCC280062,"UPC:698672913935|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):62|Number Of Teeth:350|Pitch Length (Metric):2,800|Pitch:8M|Weight:1.9"
2935569,8MPCC400021,"UPC:698672914154|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):21|Number Of Teeth:500|Pitch Length (Metric):4,000|Pitch:8M|Weight:0.9"
2935589,14MPCC432620,"UPC:698672913126|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):20|Number Of Teeth:309|Pitch Length (Metric):4,326|Pitch:14M|Weight:1.4"
2935629,8MPCC64036,UPC:698672914284|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):36|Number Of Teeth:80|Pitch Length (Metric):640|Pitch:8M|Weight:0.3
2935661,8MPCC89636,UPC:698672914406|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):36|Number Of Teeth:112|Pitch Length (Metric):896|Pitch:8M|Weight:0.4
2935649,L09919MM,"UPC:698672223874|Material Type:Sinter  Carbon Steel|Coupling Size:L099|Bore Size (Metric):19|Bore Tolerance:+.020MM/.041MM|Component Weight:1.2|Keyseat:6MM X 2.8MM|L Dimension:1.73|LTB Dimension:1.73|Max RPM:7,000|OD, Dimension:2.53|Product Family:L-Jaw  Hub|S Dimension:0.520|Product Description:L099 X 19mm|Setscrew Length:0.375000|Setscrew Size:5/16-18NC"
2935677,8MPCC284021,"UPC:698672913959|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):21|Number Of Teeth:355|Pitch Length (Metric):2,840|Pitch:8M|Weight:0.7"
2935681,L22545MM,"UPC:698672223942|Material Type:Cast Iron|Coupling Size:L225|Bore Size (Metric):45|Bore Tolerance:+.025MM/.050MM|Component Weight:9.1|H.D. Dimension:4.25|Keyseat:14MM X 3.8MM|L Dimension:3.12|LTB Dimension:3.12|Max RPM:4,600|OD, Dimension:5.00|Product Family:L-Jaw  Hub|S Dimension:1.000|Product Description:L225 X 45mm|Setscrew Length:0.625000|Setscrew Size:7/16-14NC"
2935717,8MPCC112036,"UPC:698672913362|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):36|Number Of Teeth:140|Pitch Length (Metric):1,120|Pitch:8M|Weight:0.4"
2935693,14MPCC2310125,"UPC:698672912464|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):125|Number Of Teeth:165|Pitch Length (Metric):2,310|Pitch:14M|Weight:4.8"
2935777,14MPCC1120125,"UPC:698672911917|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):125|Number Of Teeth:80|Pitch Length (Metric):1,120|Pitch:14M|Weight:2.3"
2935805,14MPCC126020,"UPC:698672912020|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):20|Number Of Teeth:90|Pitch Length (Metric):1,260|Pitch:14M|Weight:0.4"
2935789,8MPCC122421,"UPC:698672913430|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):21|Number Of Teeth:153|Pitch Length (Metric):1,224|Pitch:8M|Weight:0.3"
2935793,8MPCC160062,"UPC:698672913577|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):62|Number Of Teeth:200|Pitch Length (Metric):1,600|Pitch:8M|Weight:1.1"
2935817,14MPCC99490,UPC:698672913256|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):90|Number Of Teeth:71|Pitch Length (Metric):994|Pitch:14M|Weight:1.5
2935841,SS100118,"UPC:698672224109|Material Type:Stainless Steel|Coupling Size:SS100|Bore Size (English):1.125000|Bore Tolerance:+.0005 to +.0015|Component Weight:1.9|Keyseat:1/4 X 1/8|L Dimension:2.02|LTB Dimension:2.02|Max RPM:7,000|OD, Dimension:2.53|Product Family:L-Jaw  Hub|S Dimension:0.440|Product Description:SS100 X 1-1/8|Setscrew Length:0.375000|Setscrew Size:5/16-18NC"
2935861,8MPCC96036,UPC:698672914444|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):36|Number Of Teeth:120|Pitch Length (Metric):960|Pitch:8M|Weight:0.4
2935853,8MPCC320012,"UPC:698672914024|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):12|Number Of Teeth:400|Pitch Length (Metric):3,200|Pitch:8M|Weight:0.4"
2935881,8MPCC304862,"UPC:698672914017|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):62|Number Of Teeth:381|Pitch Length (Metric):3,048|Pitch:8M|Weight:2.2"
2935893,L11019MM,"UPC:698672223898|Material Type:Sinter  Carbon Steel|Coupling Size:L110|Bore Size (Metric):19|Bore Tolerance:+.020MM/.041MM|Component Weight:3|Keyseat:6MM X 2.8MM|L Dimension:2.49|LTB Dimension:2.49|Max RPM:5,000|OD, Dimension:3.33|Product Family:L-Jaw  Hub|S Dimension:0.750|Product Description:L110 X 19mm|Setscrew Length:0.625000|Setscrew Size:3/8-16NC"
2935877,14MPCC330437,"UPC:698672912884|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):37|Number Of Teeth:236|Pitch Length (Metric):3,304|Pitch:14M|Weight:2.1"
2935909,14MPCC259068,"UPC:698672912693|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):68|Number Of Teeth:185|Pitch Length (Metric):2,590|Pitch:14M|Weight:3.0"
2935937,L09918MM,"UPC:698672223867|Material Type:Sinter  Carbon Steel|Coupling Size:L099|Bore Size (Metric):18|Bore Tolerance:+.016MM/.034MM|Component Weight:1.2|Keyseat:6MM X 2.8MM|L Dimension:1.73|LTB Dimension:1.73|Max RPM:7,000|OD, Dimension:2.53|Product Family:L-Jaw  Hub|S Dimension:0.520|Product Description:L099 X 18mm|Setscrew Length:0.375000|Setscrew Size:5/16-18NC"
2935953,8MPCC304821,"UPC:698672913997|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):21|Number Of Teeth:381|Pitch Length (Metric):3,048|Pitch:8M|Weight:0.7"
2935969,14MPCC4326125,"UPC:698672913119|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):125|Number Of Teeth:309|Pitch Length (Metric):4,326|Pitch:14M|Weight:9.1"
2935993,8MPCC128036,"UPC:698672913485|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):36|Number Of Teeth:160|Pitch Length (Metric):1,280|Pitch:8M|Weight:0.5"
2935997,14MPCC336020,"UPC:698672912921|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):20|Number Of Teeth:240|Pitch Length (Metric):3,360|Pitch:14M|Weight:1.1"
2935973,14MPCC210068,"UPC:698672912396|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):68|Number Of Teeth:150|Pitch Length (Metric):2,100|Pitch:14M|Weight:2.4"
2936005,8MPCC179221,"UPC:698672913638|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):21|Number Of Teeth:224|Pitch Length (Metric):1,792|Pitch:8M|Weight:0.4"
2936013,8MPCC200012,"UPC:698672913669|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):12|Number Of Teeth:250|Pitch Length (Metric):2,000|Pitch:8M|Weight:0.3"
2936025,8MPCC112062,"UPC:698672913379|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):62|Number Of Teeth:140|Pitch Length (Metric):1,120|Pitch:8M|Weight:0.8"
2936041,8MPCC240021,"UPC:698672913799|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):21|Number Of Teeth:300|Pitch Length (Metric):2,400|Pitch:8M|Weight:0.6"
2936105,14MPCC210090,"UPC:698672912402|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):90|Number Of Teeth:150|Pitch Length (Metric):2,100|Pitch:14M|Weight:3.2"
2936093,L05016MM,"UPC:698672223805|Material Type:Sinter  Carbon Steel|Coupling Size:L050|Bore Size (Metric):16|Bore Tolerance:+.016MM/.034MM|Component Weight:0.1|Keyseat:5MM X 2.3MM|L Dimension:1.06|LTB Dimension:1.06|Max RPM:18,000|OD, Dimension:1.08|Product Family:L-Jaw  Hub|S Dimension:0.310|Product Description:L050 X 16mm|Setscrew Length:0.250000|Setscrew Size:1/4-20NC"
2936081,L15024MM,"UPC:698672224338|Material Type:Sinter  Carbon Steel|Coupling Size:L150|Bore Size (Metric):24|Bore Tolerance:+.020MM/.041MM|Component Weight:4.2|Keyseat:8MM X 3.3MM|L Dimension:2.68|LTB Dimension:2.68|Max RPM:5,000|OD, Dimension:3.75|Product Family:L-Jaw  Hub|S Dimension:0.750|Product Description:L150 X 24mm|Setscrew Length:0.625000|Setscrew Size:3/8-16NC"
2936125,14MPCC156890,"UPC:698672912150|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):90|Number Of Teeth:112|Pitch Length (Metric):1,568|Pitch:14M|Weight:2.4"
2936153,14MPCC175037,"UPC:698672912235|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):37|Number Of Teeth:125|Pitch Length (Metric):1,750|Pitch:14M|Weight:1.1"
2936229,14MPCC161020,"UPC:698672912174|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):20|Number Of Teeth:115|Pitch Length (Metric):1,610|Pitch:14M|Weight:0.6"
2936237,8MPCC220021,"UPC:698672913713|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):21|Number Of Teeth:275|Pitch Length (Metric):2,200|Pitch:8M|Weight:0.5"
2936261,14MPCC231090,"UPC:698672912501|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):90|Number Of Teeth:165|Pitch Length (Metric):2,310|Pitch:14M|Weight:3.5"
2936241,14MPCC1260125,"UPC:698672912013|Belt Type:QT Power Chain II Carbon|Belt Width (Metric):125|Number Of Teeth:90|Pitch Length (Metric):1,260|Pitch:14M|Weight:2.6"
