id,catalog_number,attributes
2072946,70132,Base Code:7013|Thread:Hygienic (Euro)|Color:Green|Length:8.7 in.|Width:4.3 in.|Height:1 in.|Weight:0.26 lbs.|Material:Polyethylene|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2072866,71705,"Replaces Product Code:70735|Base Code:7170|Color:White|Length:27.2 in.|Width:3.1 in.|Height:3.9 in.|Weight:0.88 lbs.|Material:Polypropylene, Rubber|Block Material: Polypropylene|Blade Material: Rubber|FDA Compliant Material:Yes|Working Temp:-4° F/-20° C|Autoclavable To:250° F/121° C|Brand:Vikan"
2072942,70112,Base Code:7011|Thread:Hygienic (Euro)|Color:Green|Length:8.75 in.|Width:4.3 in.|Height:1 in.|Weight:0.32 lbs.|Material:Nylon|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 338° F/170° C|Autoclavable To:250° F/121° C|Brand:Vikan
2072910,71506,"Replaces Product Code:70716|Base Code:7150|Color:Yellow|Length:19.5 in.|Width:3.5 in.|Height:4.1 in.|Weight:0.55 lbs.|Material:Polypropylene, Rubber|Block Material: Polypropylene|Blade Material: Rubber|FDA Compliant Material:Yes|Working Temp:-4° F/-20° C|Autoclavable To:250° F/121° C|Brand:Vikan"
2072906,71502,"Replaces Product Code:70712|Base Code:7150|Color:Green|Length:19.5 in.|Width:3.5 in.|Height:4.1 in.|Weight:0.55 lbs.|Material:Polypropylene, Rubber|Block Material: Polypropylene|Blade Material: Rubber|FDA Compliant Material:Yes|Working Temp:-4° F/-20° C|Autoclavable To:250° F/121° C|Brand:Vikan"
2072962,29722,Base Code:2972|Thread:Hygienic (Euro)|Color:Green|Length:67 in.|Width:1.25 in.|Weight:1.24 lbs.|Material:Fiberglass|Additional Material: Polypropylene|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2072994,29342,Base Code:2934|Thread:Hygienic (Euro)|Color:Green|Length:6.25 in.|Width:1.25 in.|Weight:0.11 lbs.|Material:Polypropylene|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2072998,29346,Base Code:2934|Thread:Hygienic (Euro)|Color:Yellow|Length:6.25 in.|Width:1.25 in.|Weight:0.11 lbs.|Material:Polypropylene|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073050,31795,Base Code:3179|Color:White|Length:16.4 in.|Width:2.8 in.|Height:4.6 in.|Weight:1.16 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessSoft|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073002,29356,Base Code:2935|Thread:Hygienic (Euro)|Color:Yellow|Length:51.2 in.|Width:1.25 in.|Weight:1.08 lbs.|Material:Aluminum|Additional Material: Polypropylene|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2072954,70352,Base Code:7035|Color:Green|Length:4.40 in.|Width:5.25 in.|Height:5.25 in.|Weight:0.65 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessMedium|Bristle Length1.65 in.|Material:Stainless Steel|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073066,35873,Base Code:3587|Color:Blue|Length:6.40 in.|Width:1.70 in.|Height:1.40 in.|Weight:0.24 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessMedium|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073086,65001,Base Code:6500|Capacity82 oz.|Color:Pink|Length:15.1 in.|Width:5.9 in.|Height:3.3 in.|Weight:0.65 lbs.|Material:Polypropylene|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Remco
2073082,38934,Base Code:3893|Color:Red|Length:7.25 in.|Width:2.40 in.|Height:2.10 in.|Weight:0.41 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessStiff|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073078,38925,Base Code:3892|Color:White|Length:9.80 in.|Width:4.75 in.|Height:2.40 in.|Weight:0.72 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessExtra Stiff|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2072886,5380-50-4,Replaces Product Code:53904|Base Code:5380-50-|Color:Red|Length:5.50 in.|Width:2.00 in.|Height:2.00 in.|Weight:0.22 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessStiff|Bristle Length0.40 in.|Material:Stainless Steel|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073054,31944,Base Code:3194|Color:Red|Length:24.4 in.|Width:2.8 in.|Height:4.5 in.|Weight:1.81 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessSoft/Stiff|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2072894,5380-77-5,Replaces Product Code:53925|Base Code:5380-77-|Color:White|Length:6.10 in.|Width:3.00 in.|Height:3.00 in.|Weight:0.29 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessMedium|Bristle Length0.95 in.|Material:Stainless Steel|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073098,41884,Base Code:4188|Color:Red|Length:9.10 in.|Width:2.75 in.|Height:2.80 in.|Weight:0.51 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessStiff|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073102,42373,Base Code:4237|Color:Blue|Length:10.80 in.|Width:2.40 in.|Height:2.00 in.|Weight:0.11 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessMedium|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073106,42872,Base Code:4287|Color:Green|Length:11.00 in.|Width:0.90 in.|Height:2.00 in.|Weight:0.10 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessMedium|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073114,45575,Base Code:4557|Color:White|Length:13.50 in.|Width:1.60 in.|Height:3.30 in.|Weight:0.63 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessSoft|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073158,6612,Base Code:661|Color:White|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Remco
2073138,56867,Base Code:5686|Capacity3 Gallons|Color:Orange|Length:12.81 in.|Width:12.88 in.|Height:12.5 in.|Weight:2.20 lbs.|Material:Polypropylene|Additional Material: Stainless Steel|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073146,53763,Base Code:5376|Color:Blue|Length:19.90 in.|Width:0.90 in.|Height:0.90 in.|Weight:0.15 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessMedium|Bristle Length0.35 in.|Material:Stainless Steel|FDA Compliant Material:Yes|Working Temp:-4° F/-20° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073142,53754,Base Code:5375|Color:Red|Length:19.90 in.|Width:0.40 in.|Height:0.40 in.|Weight:0.15 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessStiff|Bristle Length0.12 in.|Material:Stainless Steel|FDA Compliant Material:Yes|Working Temp:-4° F/-20° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073126,47696,Base Code:4769|Color:Yellow|Brand:Vikan
2073110,42876,Base Code:4287|Color:Yellow|Length:11.00 in.|Width:0.90 in.|Height:2.00 in.|Weight:0.10 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessMedium|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073182,64408,Base Code:6440|Color:Purple|Length:4.90 in.|Width:1.90 in.|Height:1.50 in.|Weight:0.22 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessStiff|Material:Stainless Steel|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073122,65522,Base Code:6552|Capacity128 oz.|Color:Green|Length:11 in.|Width:8.7 in.|Height:7.3 in.|Weight:1.48 lbs.|Material:Polypropylene|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Remco
2073118,45583,Base Code:4558|Color:Blue|Length:10.00 in.|Width:1.60 in.|Height:3.20 in.|Weight:0.41 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessSoft|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073218,64403,Base Code:6440|Color:Blue|Length:4.90 in.|Width:1.90 in.|Height:1.50 in.|Weight:0.22 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessStiff|Material:Stainless Steel|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073202,56805,Base Code:5680|Capacity64 oz.|Color:White|Length:12.8 in.|Width:7.5 in.|Height:6.3 in.|Weight:0.61 lbs.|Material:Polypropylene|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073166,53786,Base Code:5378|Color:Yellow|Length:19.90 in.|Width:1.50 in.|Height:1.50 in.|Weight:0.17 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessStiff|Bristle Length0.67 in.|Material:Stainless Steel|FDA Compliant Material:Yes|Working Temp:-4° F/-20° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073214,64004,Base Code:6400|Capacity32 oz.|Color:Red|Length:11.5 in.|Width:4.3 in.|Height:3 in.|Weight:0.39 lbs.|Material:Polypropylene|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Remco
2073194,55105,Base Code:5510|Color:White|Length:9.1 in.|Width:3.8 in.|Height:3 in.|Weight:0.49 lbs.|Material:Polypropylene|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073250,69618,Base Code:6961|Color:Purple|Length:0.1 in.|Width:3 in.|Height:8.1 in.|Weight:0.09 lbs.|Material:Polypropylene|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Remco
2073226,67744,Base Code:6774|Color:Red|Length:43.9 in.|Width:6 in.|Height:1.3 in.|Weight:2.11 lbs.|Material:Polypropylene|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Remco
2073278,70415,Base Code:7041|Color:White|Length:10.75 in.|Width:3 in.|Height:3.7 in.|Weight:0.87 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessExtra Stiff|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073206,56854,Base Code:5685|Capacity32 oz.|Color:Red|Length:12.5 in.|Width:7.2 in.|Height:4.3 in.|Weight:0.49 lbs.|Material:Polypropylene|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073318,70625,Base Code:7062|Color:White|Length:19.1 in.|Width:2.6 in.|Height:4.5 in.|Weight:1.92 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessStiff|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073254,69628,Base Code:6962|Color:Purple|Length:0.2 in.|Width:4.3 in.|Height:9.8 in.|Weight:0.18 lbs.|Material:Polypropylene|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Remco
2073322,70674,Base Code:7067|Color:Red|Length:9.25 in.|Width:2.75 in.|Height:5.5 in.|Weight:0.92 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessSoft/Split|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073314,70616,Base Code:7061|Color:Yellow|Length:12.2 in.|Width:2.6 in.|Height:4.6 in.|Weight:1.28 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessSoft|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073326,70703,Base Code:7070|Color:Blue|Brand:Vikan
2073298,70466,Base Code:7046|Color:Yellow|Length:11.25 in.|Width:3 in.|Height:4.3 in.|Weight:0.86 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073174,53835,Color:White|Length:36.25 in.|Width:3.00 in.|Height:3.00 in.|Weight:0.37 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessMedium|Material:Stainless Steel|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073302,70475,Base Code:7047|Thread:Hygienic (Euro)|Color:White|Length:10.4 in.|Width:5.5 in.|Height:3.9 in.|Weight:1.06 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessMedium|FDA Compliant Material:Yes|Autoclavable To:250° F/121° C|Brand:Vikan
2073306,70604,Base Code:7060|Color:Red|Length:11.8 in.|Width:2.8 in.|Height:4.5 in.|Weight:1.32 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessStiff|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073294,70462,Base Code:7046|Color:Green|Length:11.25 in.|Width:3 in.|Height:4.3 in.|Weight:0.86 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073411,56862,Base Code:5686|Capacity3 Gallons|Color:Green|Length:12.81 in.|Width:12.88 in.|Height:12.5 in.|Weight:2.20 lbs.|Material:Polypropylene|Additional Material: Stainless Steel|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073383,70378,Base Code:7037|Color:Purple|Length:7.9 in.|Width:4.9 in.|Height:3.75 in.|Weight:1 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessStiff|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073407,56874,Base Code:5687|Color:Red|Length:13.94 in.|Width:12.38 in.|Height:1 in.|Weight:0.56 lbs.|Material:Polypropylene|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073455,41956,Base Code:4195|Color:Yellow|Length:11.80 in.|Width:0.80 in.|Height:2.80 in.|Weight:0.21 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessExtra Stiff|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073443,29836,Base Code:2983|Thread:Hygienic (Euro)|Color:Yellow|Length:40.3 in.|Width:1.25 in.|Weight:1.6 lbs.|Material:Stainless Steel|Additional Material: Polypropylene|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073358,29395,Base Code:2939|Thread:Hygienic (Euro)|Color:White|Length:59.4 in.|Width:1.25 in.|Weight:2.35 lbs.|Material:Stainless Steel|Additional Material: Polypropylene|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073471,77526,Replaces Product Code:70806|Base Code:7752|Color:Yellow|Length:15.75 in.|Width:3.5 in.|Height:4.25 in.|Weight:0.53 lbs.|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073459,29833,Base Code:2983|Thread:Hygienic (Euro)|Color:Blue|Length:40.3 in.|Width:1.25 in.|Weight:1.6 lbs.|Material:Stainless Steel|Additional Material: Polypropylene|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073391,6961MD4,Base Code:6961MD|Color:MD Red|Length:0.1 in.|Width:3 in.|Height:8.1 in.|Weight:0.13 lbs.|Material:Polypropylene|Additional Material: Semi-Ferrous Additive|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Remco
2073475,77535,Replaces Product Code:70825|Base Code:7753|Color:White|Length:19.6 in.|Width:3.7 in.|Height:4.1 in.|Weight:0.64 lbs.|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073491,77634,Replaces Product Code:55024|Base Code:7763|Color:Red|Length:19.7 in.|Width:3.9 in.|Height:4.5 in.|Weight:0.73 lbs.|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073431,6500MD3,Base Code:6500MD|Capacity82 oz.|Color:MD Blue|Length:14.8 in.|Width:7 in.|Height:3.75 in.|Weight:0.87 lbs.|Material:Polypropylene|Additional Material: Semi-Ferrous Additive|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Remco
2073463,69843,Base Code:6984|Color:Blue|Length:47.5 in.|Width:13.6 in.|Height:6.25 in.|Weight:4.84 lbs.|Material:Polypropylene|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Remco
2073563,29357,Base Code:2935|Thread:Hygienic (Euro)|Color:Orange|Length:51.2 in.|Width:1.25 in.|Weight:1.08 lbs.|Material:Aluminum|Additional Material: Polypropylene|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073479,77512,Replaces Product Code:47672|Base Code:7751|Color:Green|Length:9.8 in.|Width:3.1 in.|Height:3 in.|Weight:0.43 lbs.|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073539,77332,Base Code:7733|Color:Green|Length:19.7 in.|Width:0.8 in.|Height:1.7 in.|Weight:0.33 lbs.|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073447,31663,Base Code:3166|Color:Blue|Length:12.4 in.|Width:1.9 in.|Height:5.5 in.|Weight:0.99 lbs.|Block Material:Polypropylene|Bristle Material:Polyester|Bristle StiffnessMedium|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073571,77347,Base Code:7734|Color:Orange|Length:23.7 in.|Width:1 in.|Height:1.7 in.|Weight:0.39 lbs.|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073523,77133,Base Code:7713|Color:Blue|Length:19.75 in.|Width:1.8 in.|Height:4 in.|Weight:0.72 lbs.|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073587,63003,Base Code:6300|Capacity16 oz.|Color:Blue|Length:10.4 in.|Width:3.2 in.|Height:2 in.|Weight:0.21 lbs.|Material:Polypropylene|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Remco
2073483,77516,Replaces Product Code:47676|Base Code:7751|Color:Yellow|Length:9.8 in.|Width:3.1 in.|Height:3 in.|Weight:0.43 lbs.|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073519,77114,Base Code:7711|Color:Red|Length:9.8 in.|Width:3.3 in.|Height:3.9 in.|Weight:0.48 lbs.|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073495,77643,Replaces Product Code:56023|Base Code:7764|Color:Blue|Length:23.6 in.|Width:4.3 in.|Height:4.5 in.|Weight:0.79 lbs.|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073246,69612,Base Code:6961|Color:Green|Length:0.1 in.|Width:3 in.|Height:8.1 in.|Weight:0.09 lbs.|Material:Polypropylene|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Remco
2073579,6959MD5,Base Code:6959MD|Color:MD Gray|Width:5.25 in.|Depth:0.31 in.|Height:3.38 in.|Weight:0.12 lbs.|Material:Polypropylene|Additional Material: Semi-Ferrous Additive|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Remco
2073607,10177,Base Code:1017|Color:Orange|Length:6.1 in.|Width:3.1 in.|Height:2.4 in.|Weight:0.28 lbs.|Material:Polypropylene|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
2073611,63008,Base Code:6300|Capacity16 oz.|Color:Purple|Length:10.4 in.|Width:3.2 in.|Height:2 in.|Weight:0.21 lbs.|Material:Polypropylene|FDA Compliant Material:Yes|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Remco
2073499,77725,Base Code:7772|Color:White|Length:15.6 in.|Width:0.9 in.|Height:1.7 in.|Weight:0.17 lbs.|Working Temp:-22° F/-30° C to 176° F/80° C|Autoclavable To:250° F/121° C|Brand:Vikan
