ids,catalog_number,description,image,brochure,product_specs,additional_description
2017386,A57,Carlisle A57 Super Ii V-Belt,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/17386/carlisle_vbelt.jpg,http://www.carlislebelts.com /cms_files/original/10952_CarlisleSuperIIEPDM_HVAC_Brochure_0706171.pdf,http://www.carlislebelts.com/cms_files/original/Super_II_V_Belt_specs.pdf,"<table class='description-table'><caption>Replaces:</caption><tr><th>ALLEN'S AUTO PARTS</th><td>GATA57</td></tr><tr><th>ALLIS CHALMERS</th><td>1197878</td></tr><tr><th>ALLIS CHALMERS</th><td>1336307</td></tr><tr><th>ALLIS CHALMERS</th><td>71197878</td></tr><tr><th>BOSTWICK-BRAUN</th><td>382973</td></tr><tr><th>BRAMEC CORP</th><td>17936</td></tr><tr><th>DAYCO</th><td>AP57</td></tr><tr><th>FAMILY FARM &amp; HOME</th><td>886796</td></tr><tr><th>HESSTON</th><td>7855216</td></tr><tr><th>GSI/GRAIN SYSTEMS, INC</th><td>CE00564</td></tr><tr><th>ORGILL</th><td>832-9989</td></tr><tr><th>ORGILL</th><td>8329989</td></tr><tr><th>POWERMATE</th><td>007-0045</td></tr><tr><th>POWERMATE</th><td>70045</td></tr><tr><th>TSC CANADA</th><td>62057</td></tr></table>"
2018810,916R111,Carlisle 916R111 Round Belts,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/18810/carlisleroundbelt-cutaway.jpg,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Round_Belt_specs1.pdf,"<div><p><span><img width=""100"" height=""38"" id=""mce_dragimage_mce_0"" src=""/cms_files/original/MadeInUSA_1001.png""><br></span></p><p>Round belts are a high performance solution for conveyors, quarter-turn, twisted, and serpentine drives. Our round belts feature a no-splice construction for added durability with minimal stretch for minimum take-up requirements.</p><p><strong>Features/Advantages</strong></p><ul><li><p>Heavy duty stress-relieved fabric cover flexes better for improved belt life</p></li><li><p>Hi-modulus cords carry horsepower loads with minimum stretch</p></li><li><p>Better belt stability and fewer take-up adjustments</p></li><li><p>Compression section provides uniform cord support and improves belt flex life</p></li><li><p>No splice for added durability.</p></li><li></li></ul><p><strong>Applications</strong></p><ul><li><p>Conveyors, commercial sewing machines, quarter-turn drives, twisted drives, serpentine drives and more</p></li></ul><p><strong>Sizes</strong></p><ul><li>7/16"" and 9/16"" diameters from 70"" to 762""<br><br></li></ul></div>"
2018815,916R116,Carlisle 916R116 Round Belts,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/18815/carlisleroundbelt-cutaway.jpg,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Round_Belt_specs1.pdf,"<div><p><span><img width=""100"" height=""38"" id=""mce_dragimage_mce_0"" src=""/cms_files/original/MadeInUSA_1001.png""><br></span></p><p>Round belts are a high performance solution for conveyors, quarter-turn, twisted, and serpentine drives. Our round belts feature a no-splice construction for added durability with minimal stretch for minimum take-up requirements.</p><p><strong>Features/Advantages</strong></p><ul><li><p>Heavy duty stress-relieved fabric cover flexes better for improved belt life</p></li><li><p>Hi-modulus cords carry horsepower loads with minimum stretch</p></li><li><p>Better belt stability and fewer take-up adjustments</p></li><li><p>Compression section provides uniform cord support and improves belt flex life</p></li><li><p>No splice for added durability.</p></li><li></li></ul><p><strong>Applications</strong></p><ul><li><p>Conveyors, commercial sewing machines, quarter-turn drives, twisted drives, serpentine drives and more</p></li></ul><p><strong>Sizes</strong></p><ul><li>7/16"" and 9/16"" diameters from 70"" to 762""<br><br></li></ul></div>"
2017707,CC330S,Carlisle CC330S Dry Can Belts,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/17707/carlisledrycanbelt-cutaway.jpg,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Dry_Can_Belt_specs1.pdf,"<div><p><span><img width=""100"" height=""38"" src=""/cms_files/original/MadeInUSA_1001.png""><br></span></p><p>The original deep-groove notched design is specifically developed for double angle “CC” drives commonly found in the demanding textile industry. The deep groove prevents belt rollover while the notches provide added flexibility and longer life.</p><p><strong>Features/Advantages</strong></p><ul><li><p>Multiple ply fabric cord provides superior strength and durability</p></li><li><p>Strong yet flexible for power transmission from both sides of the belt</p></li><li><p>Resistant to oil and heat</p></li><li><p>Static conductive</p></li><li></li></ul><p><strong>Applications</strong></p><ul><li>Drives with long center, serpentine applications usually found in the textile industry</li></ul><p>NOTE: Dry Can belts are normally used as a single belt on a drive and matching is not required. When ordering two or more Dry Can belts to be used as a matched set on the same drive, please specify that the belts must be a matched set.</p><p><strong>Sizes</strong></p><ul><li>Cross-section from 212"" to 902""<br><br></li></ul></div>"
2985071,CP280MS,Carlisle CP280MS Super Blue Ribbon V-Belt,http://www.carlislebelts.com/cms_uploads/Super_Blue_Ribbon_V_Belt1.jpg,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Super_Blue_Ribbon_v_belt_specs.pdf,"<div><p>The finest wrapped belt in the industry and workhorse of classical V-belts. Super Blue Ribbon v-belts assure dependable length stability and require less re-tensioning and take-up. The cord is coated with a special compound that produces a secure, long-lasting bond with the surrounding rubber. The heavy-duty fabric cover protects the core. Its extra flexibility permits the belt to bend more easily around the smallest pulleys with less strain on the fabric. Longer belt life results in less frequent replacement, less downtime and lower maintenance costs.</p><p><strong>Features/Advantages</strong></p><ul><li>Dependable performance on classical belt drives</li><li>Heavy duty cover is impregnated with oil and heat resistant rubber</li><li>Resists flex fatigue</li><li>Longer belt life</li><li>Smoother running</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Mixers, pumps, conveyors, any and everything, and more</li></ul><p><strong>Sizes</strong></p><ul><li>AP, BP, CP, DP, EP cross-sections from 22"" to 664""<br><br></li></ul></div>"
2985069,CP275MS,Carlisle CP275MS Super Blue Ribbon V-Belt,http://www.carlislebelts.com/cms_uploads/Super_Blue_Ribbon_V_Belt1.jpg,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Super_Blue_Ribbon_v_belt_specs.pdf,"<div><p>The finest wrapped belt in the industry and workhorse of classical V-belts. Super Blue Ribbon v-belts assure dependable length stability and require less re-tensioning and take-up. The cord is coated with a special compound that produces a secure, long-lasting bond with the surrounding rubber. The heavy-duty fabric cover protects the core. Its extra flexibility permits the belt to bend more easily around the smallest pulleys with less strain on the fabric. Longer belt life results in less frequent replacement, less downtime and lower maintenance costs.</p><p><strong>Features/Advantages</strong></p><ul><li>Dependable performance on classical belt drives</li><li>Heavy duty cover is impregnated with oil and heat resistant rubber</li><li>Resists flex fatigue</li><li>Longer belt life</li><li>Smoother running</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Mixers, pumps, conveyors, any and everything, and more</li></ul><p><strong>Sizes</strong></p><ul><li>AP, BP, CP, DP, EP cross-sections from 22"" to 664""<br><br></li></ul></div>"
2984980,CP130MS,Carlisle CP130MS Super Blue Ribbon V-Belt,http://www.carlislebelts.com/cms_uploads/Super_Blue_Ribbon_V_Belt1.jpg,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Super_Blue_Ribbon_v_belt_specs.pdf,"<div><p>The finest wrapped belt in the industry and workhorse of classical V-belts. Super Blue Ribbon v-belts assure dependable length stability and require less re-tensioning and take-up. The cord is coated with a special compound that produces a secure, long-lasting bond with the surrounding rubber. The heavy-duty fabric cover protects the core. Its extra flexibility permits the belt to bend more easily around the smallest pulleys with less strain on the fabric. Longer belt life results in less frequent replacement, less downtime and lower maintenance costs.</p><p><strong>Features/Advantages</strong></p><ul><li>Dependable performance on classical belt drives</li><li>Heavy duty cover is impregnated with oil and heat resistant rubber</li><li>Resists flex fatigue</li><li>Longer belt life</li><li>Smoother running</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Mixers, pumps, conveyors, any and everything, and more</li></ul><p><strong>Sizes</strong></p><ul><li>AP, BP, CP, DP, EP cross-sections from 22"" to 664""<br><br></li></ul></div>"
2984961,CP111MS,Carlisle CP111MS Super Blue Ribbon V-Belt,http://www.carlislebelts.com/cms_uploads/Super_Blue_Ribbon_V_Belt1.jpg,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Super_Blue_Ribbon_v_belt_specs.pdf,"<div><p>The finest wrapped belt in the industry and workhorse of classical V-belts. Super Blue Ribbon v-belts assure dependable length stability and require less re-tensioning and take-up. The cord is coated with a special compound that produces a secure, long-lasting bond with the surrounding rubber. The heavy-duty fabric cover protects the core. Its extra flexibility permits the belt to bend more easily around the smallest pulleys with less strain on the fabric. Longer belt life results in less frequent replacement, less downtime and lower maintenance costs.</p><p><strong>Features/Advantages</strong></p><ul><li>Dependable performance on classical belt drives</li><li>Heavy duty cover is impregnated with oil and heat resistant rubber</li><li>Resists flex fatigue</li><li>Longer belt life</li><li>Smoother running</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Mixers, pumps, conveyors, any and everything, and more</li></ul><p><strong>Sizes</strong></p><ul><li>AP, BP, CP, DP, EP cross-sections from 22"" to 664""<br><br></li></ul></div>"
2984946,BP96MS,Carlisle BP96MS Super Blue Ribbon V-Belt,http://www.carlislebelts.com/cms_uploads/Super_Blue_Ribbon_V_Belt1.jpg,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Super_Blue_Ribbon_v_belt_specs.pdf,"<div><p>The finest wrapped belt in the industry and workhorse of classical V-belts. Super Blue Ribbon v-belts assure dependable length stability and require less re-tensioning and take-up. The cord is coated with a special compound that produces a secure, long-lasting bond with the surrounding rubber. The heavy-duty fabric cover protects the core. Its extra flexibility permits the belt to bend more easily around the smallest pulleys with less strain on the fabric. Longer belt life results in less frequent replacement, less downtime and lower maintenance costs.</p><p><strong>Features/Advantages</strong></p><ul><li>Dependable performance on classical belt drives</li><li>Heavy duty cover is impregnated with oil and heat resistant rubber</li><li>Resists flex fatigue</li><li>Longer belt life</li><li>Smoother running</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Mixers, pumps, conveyors, any and everything, and more</li></ul><p><strong>Sizes</strong></p><ul><li>AP, BP, CP, DP, EP cross-sections from 22"" to 664""<br><br></li></ul></div>"
2985166,DP90MS,Carlisle DP90MS Super Blue Ribbon V-Belt,http://www.carlislebelts.com/cms_uploads/Super_Blue_Ribbon_V_Belt1.jpg,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Super_Blue_Ribbon_v_belt_specs.pdf,"<div><p>The finest wrapped belt in the industry and workhorse of classical V-belts. Super Blue Ribbon v-belts assure dependable length stability and require less re-tensioning and take-up. The cord is coated with a special compound that produces a secure, long-lasting bond with the surrounding rubber. The heavy-duty fabric cover protects the core. Its extra flexibility permits the belt to bend more easily around the smallest pulleys with less strain on the fabric. Longer belt life results in less frequent replacement, less downtime and lower maintenance costs.</p><p><strong>Features/Advantages</strong></p><ul><li>Dependable performance on classical belt drives</li><li>Heavy duty cover is impregnated with oil and heat resistant rubber</li><li>Resists flex fatigue</li><li>Longer belt life</li><li>Smoother running</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Mixers, pumps, conveyors, any and everything, and more</li></ul><p><strong>Sizes</strong></p><ul><li>AP, BP, CP, DP, EP cross-sections from 22"" to 664""<br><br></li></ul></div>"
2984522,B28MS,Carlisle B28MS Super II V-Belt,http://www.carlislebelts.com/cms_uploads/Super_II_V_Belt1.jpg,http://www.carlislebelts.com /cms_files/original/10952_CarlisleSuperIIEPDM_HVAC_Brochure_0706171.pdf,http://www.carlislebelts.com/cms_files/original/Super_II_V_Belt_specs.pdf,"<div><p><em><img width=""298"" height=""38"" style=""vertical-align: baseline;"" src=""/cms_files/original/USA___CHEK_MATE_LOGO_298x38.jpg""></em></p><p><em>The Problem Solver!</em> Super II v-belts are the solution to the constant and costly problem of replacing ordinary v-belts on troublesome drives. Specially formulated fiber-loaded EPDM rubber compounds, engineered fabrics and high-modulus polyester cord offer greater strength, longer life, better heat dissipation and higher efficiencies than best-in-class wrapped v-belts. The unique CNA (central neutral axis) cord placement positions the strength of the belt lower on the pulleys to maintain stability and prevent roll-over. The raw edge construction results in more efficient power transmission and reduced energy loss.</p><p><strong>Features/Advantages</strong></p><ul><li>Higher performance alternative to classical wrapped v-belts</li><li>More energy efficient than wrapped v-belts</li><li>Unique design for longer life</li><li>Less maintenance and downtime</li><li>EPDM rubber compound is static conductive, resistant to hardening and glazing, and operates in a broad temperature range (-50ºF to +250ºF)</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Shaker screens, debarkers, industrial washers and dryers, and more</li></ul><p><strong>Sizes</strong></p><ul><li>A, B and C cross-sections from 17"" to 144""<br><br></li></ul></div>"
2023210,3226V663,Carlisle 3226V663 Variable Speed,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/23210/Carlisle-variable-speed-belt.gif,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Variable_Speed_Cog_Belt_specs1.pdf,"<div><p>Timken Belts is a leader in variable speed belt technology. For use with industrial variable speed pulleys to gain a wide range of driven speeds. Raw edge sidewalls improve gripping action. Unitized belt bonding and specially formulated rubber compounds provide superior resistance to aging caused by wear, oil, heat, and harmful environmental factors. The Variable Speed Cog-Belt has been engineered to the same high standards that Timken Belts uses to produce belts for original equipment manufacturers (OEMs).</p><p><strong>Features/Advantages</strong></p><ul><li><p>Smooth running</p></li><li><p>Oil and heat resistant</p></li><li><p>Long belt life</p></li><li><p>Wide selection of sizes</p></li><li><p>Static dissipating</p></li><li></li></ul><p><strong>Applications</strong></p><ul><li><p>Industrial variable speed drives</p></li><li><p>For snowmobile and ATV variable speed belts click here</a></p></li></ul><p><strong>Sizes</strong></p><ul><li>A wide selection of cross sections, top widths and lengths<br><br></li></ul><p></p></div>"
