id,catalog_number,add_descr
2851777,U1263,"Commercial Power Receptacle 30A, 125V NEMA TT-30 2-Pole/3-Wire features heavy duty design and construction make Arrow Hart power devices ideal for any high amperage industrial or commercial power connectivity application."
2851292,TI3101L,"Toggle dimmers provide a smooth slide, full range dimming for Incandescent lighting. In addition, one fully variable fan speed control is included in the product series. This line offers combined single-pole (single location) and 3-way (multi-location) units for 600W and 1000W lamp loads. All toggle dimmers are compatible with any traditional-style switch, wallplate or screwless wallplate."
2851284,TI061L,"Toggle dimmers provide a smooth slide, full range dimming for Incandescent lighting. In addition, one fully variable fan speed control is included in the product series. This line offers combined single-pole (single location) and 3-way (multi-location) units for 600W and 1000W lamp loads. All Trace toggle dimmers are compatible with any traditional-style switch, wallplate or screwless wallplate."
2851268,TCI7170,"Industrial Grade - Strain Relief - Wide Range - Straight Male - Dust Tight Grips Strain Relief Grips are used to connect cable enclosures and industrial equipment. These grips prevent cable or conduit pull-out at the point of termination due to tension. Strain Relief Grips also distribute strain throughout the length of the mesh during bending, prolonging the life of the cable. Wide range grips are constructed with steel mesh and locknut, aluminum threaded body, neoprene gasket and nylon insulated bushing. Wide range grips are recommended for indoor use in wiring of enclosures, power boxes, machine tools, and power centers."
2851269,TCI7200,"Industrial Grade - Strain Relief - Wide Range - Straight Male - Dust Tight Grips Strain Relief Grips are used to connect cable enclosures and industrial equipment. These grips prevent cable or conduit pull-out at the point of termination due to tension. Strain Relief Grips also distribute strain throughout the length of the mesh during bending, prolonging the life of the cable. Wide range grips are constructed with steel mesh and locknut, aluminum threaded body, neoprene gasket and nylon insulated bushing. Wide range grips are recommended for indoor use in wiring of enclosures, power boxes, machine tools, and power centers."
2851265,TCI497,"Industrial Grade - Strain Relief - Wide Range - Straight Male - Dust Tight Grips Strain Relief Grips are used to connect cable enclosures and industrial equipment. These grips prevent cable or conduit pull-out at the point of termination due to tension. Strain Relief Grips also distribute strain throughout the length of the mesh during bending, prolonging the life of the cable. Wide range grips are constructed with steel mesh and locknut, aluminum threaded body, neoprene gasket and nylon insulated bushing. Wide range grips are recommended for indoor use in wiring of enclosures, power boxes, machine tools, and power centers."
2851267,TCI6150,"Industrial Grade - Strain Relief - Wide Range - Straight Male - Dust Tight Grips Strain Relief Grips are used to connect cable enclosures and industrial equipment. These grips prevent cable or conduit pull-out at the point of termination due to tension. Strain Relief Grips also distribute strain throughout the length of the mesh during bending, prolonging the life of the cable. Wide range grips are constructed with steel mesh and locknut, aluminum threaded body, neoprene gasket and nylon insulated bushing. Wide range grips are recommended for indoor use in wiring of enclosures, power boxes, machine tools, and power centers."
2851266,TCI5125,"Industrial Grade - Strain Relief - Wide Range - Straight Male - Dust Tight Grips Strain Relief Grips are used to connect cable enclosures and industrial equipment. These grips prevent cable or conduit pull-out at the point of termination due to tension. Strain Relief Grips also distribute strain throughout the length of the mesh during bending, prolonging the life of the cable. Wide range grips are constructed with steel mesh and locknut, aluminum threaded body, neoprene gasket and nylon insulated bushing. Wide range grips are recommended for indoor use in wiring of enclosures, power boxes, machine tools, and power centers."
2851264,TCI373,"Industrial Grade - Strain Relief - Wide Range - Straight Male - Dust Tight Grips Strain Relief Grips are used to connect cable enclosures and industrial equipment. These grips prevent cable or conduit pull-out at the point of termination due to tension. Strain Relief Grips also distribute strain throughout the length of the mesh during bending, prolonging the life of the cable. Wide range grips are constructed with steel mesh and locknut, aluminum threaded body, neoprene gasket and nylon insulated bushing. Wide range grips are recommended for indoor use in wiring of enclosures, power boxes, machine tools, and power centers."
2851263,TCI254,"Industrial Grade - Strain Relief - Wide Range - Straight Male - Dust Tight Grips Strain Relief Grips are used to connect cable enclosures and industrial equipment. These grips prevent cable or conduit pull-out at the point of termination due to tension. Strain Relief Grips also distribute strain throughout the length of the mesh during bending, prolonging the life of the cable. Wide range grips are constructed with steel mesh and locknut, aluminum threaded body, neoprene gasket and nylon insulated bushing. Wide range grips are recommended for indoor use in wiring of enclosures, power boxes, machine tools, and power centers."
2851259,TC497,"Industrial Grade - Strain Relief - Wide Range - Straight Male - Dust Tight Grips Strain Relief Grips are used to connect cable enclosures and industrial equipment. These grips prevent cable or conduit pull-out at the point of termination due to tension. Strain Relief Grips also distribute strain throughout the length of the mesh during bending, prolonging the life of the cable. Wide range grips are constructed with steel mesh and locknut, aluminum threaded body, neoprene gasket and nylon insulated bushing. Wide range grips are recommended for indoor use in wiring of enclosures, power boxes, machine tools, and power centers."
2851262,TCI143,"Industrial Grade - Strain Relief - Wide Range - Straight Male - Dust Tight Grips Strain Relief Grips are used to connect cable enclosures and industrial equipment. These grips prevent cable or conduit pull-out at the point of termination due to tension. Strain Relief Grips also distribute strain throughout the length of the mesh during bending, prolonging the life of the cable. Wide range grips are constructed with steel mesh and locknut, aluminum threaded body, neoprene gasket and nylon insulated bushing. Wide range grips are recommended for indoor use in wiring of enclosures, power boxes, machine tools, and power centers."
2851261,TCI132,"Industrial Grade - Strain Relief - Wide Range - Straight Male - Dust Tight Grips Strain Relief Grips are used to connect cable enclosures and industrial equipment. These grips prevent cable or conduit pull-out at the point of termination due to tension. Strain Relief Grips also distribute strain throughout the length of the mesh during bending, prolonging the life of the cable. Wide range grips are constructed with steel mesh and locknut, aluminum threaded body, neoprene gasket and nylon insulated bushing. Wide range grips are recommended for indoor use in wiring of enclosures, power boxes, machine tools, and power centers."
2851258,TC373,"Industrial Grade - Strain Relief - Wide Range - Straight Male - Dust Tight Grips Strain Relief Grips are used to connect cable enclosures and industrial equipment. These grips prevent cable or conduit pull-out at the point of termination due to tension. Strain Relief Grips also distribute strain throughout the length of the mesh during bending, prolonging the life of the cable. Wide range grips are constructed with steel mesh and locknut, aluminum threaded body, neoprene gasket and nylon insulated bushing. Wide range grips are recommended for indoor use in wiring of enclosures, power boxes, machine tools, and power centers."
2851257,TC254,"Industrial Grade - Strain Relief - Wide Range - Straight Male - Dust Tight Grips Strain Relief Grips are used to connect cable enclosures and industrial equipment. These grips prevent cable or conduit pull-out at the point of termination due to tension. Strain Relief Grips also distribute strain throughout the length of the mesh during bending, prolonging the life of the cable. Wide range grips are constructed with steel mesh and locknut, aluminum threaded body, neoprene gasket and nylon insulated bushing. Wide range grips are recommended for indoor use in wiring of enclosures, power boxes, machine tools, and power centers."
2851256,TC143,"Industrial Grade - Strain Relief - Wide Range - Straight Male - Dust Tight Grips Strain Relief Grips are used to connect cable enclosures and industrial equipment. These grips prevent cable or conduit pull-out at the point of termination due to tension. Strain Relief Grips also distribute strain throughout the length of the mesh during bending, prolonging the life of the cable. Wide range grips are constructed with steel mesh and locknut, aluminum threaded body, neoprene gasket and nylon insulated bushing. Wide range grips are recommended for indoor use in wiring of enclosures, power boxes, machine tools, and power centers."
2851260,TCI124,"Industrial Grade - Strain Relief - Wide Range - Straight Male - Dust Tight Grips Strain Relief Grips are used to connect cable enclosures and industrial equipment. These grips prevent cable or conduit pull-out at the point of termination due to tension. Strain Relief Grips also distribute strain throughout the length of the mesh during bending, prolonging the life of the cable. Wide range grips are constructed with steel mesh and locknut, aluminum threaded body, neoprene gasket and nylon insulated bushing. Wide range grips are recommended for indoor use in wiring of enclosures, power boxes, machine tools, and power centers."
2851254,TC124,"Industrial Grade - Strain Relief - Wide Range - Straight Male - Dust Tight Grips Strain Relief Grips are used to connect cable enclosures and industrial equipment. These grips prevent cable or conduit pull-out at the point of termination due to tension. Strain Relief Grips also distribute strain throughout the length of the mesh during bending, prolonging the life of the cable. Wide range grips are constructed with steel mesh and locknut, aluminum threaded body, neoprene gasket and nylon insulated bushing. Wide range grips are recommended for indoor use in wiring of enclosures, power boxes, machine tools, and power centers."
2851247,STE8W,"Mid Size Sectional Wallplates - Polycarbonate Duplex Receptacle Polycarbonate wallplates are virtually unbreakable, with high structural rigidity, longterm form retention, and superior impact and abrasion resistance. Rugged construction reduces installation cost due to less plate breakage and resists bowing to provide a smooth, flat installation. Exclusive timesaving Screw-Catch feature holds mounting screws captive and simplifies installation. High gloss finish is soil resistant. Polycarbonate wallplates are virtually unbreakable, with high structural rigidity, longterm form retention, and superior impact and abrasion resistance. Matching mounting screws provided."
2851243,STE26W,"Mid Size Sectional Wallplates - Polycarbonate Decorator Polycarbonate wallplates are virtually unbreakable, with high structural rigidity, long term form retention, and superior impact and abrasion resistance. Rugged construction reduces installation cost due to less plate breakage and resists bowing to provide a smooth, flat installation. Exclusive time-saving Screw-Catch feature holds mounting screws captive and simplifies installation. High gloss finish is soil resistant. Polycarbonate wallplates are virtually unbreakable, with high structural rigidity, long term form retention, and superior impact and abrasion resistance. Matching mounting screws provided."
2851241,STE1W,"Mid Size Sectional Wallplates - Polycarbonate Toggle Polycarbonate wallplates are virtually unbreakable, with high structural rigidity, longterm form retention, and superior impact and abrasion resistance. Rugged construction reduces installation cost due to less plate breakage and resists bowing to provide a smooth, flat installation. Exclusive timesaving Screw-Catch feature holds mounting screws captive and simplifies installation. High gloss finish is soil resistant. Polycarbonate wallplates are virtually unbreakable, with high structural rigidity, longterm form retention, and superior impact and abrasion resistance. Matching mounting screws provided."
2851239,STE14W,"Mid Size Sectional Wallplates - Polycarbonate Blank Polycarbonate wallplates are virtually unbreakable, with high structural rigidity, longterm form retention, and superior impact and abrasion resistance. Rugged construction reduces installation cost due to less plate breakage and resists bowing to provide a smooth, flat installation. Exclusive timesaving Screw-Catch feature holds mounting screws captive and simplifies installation. High gloss finish is soil resistant. Polycarbonate wallplates are virtually unbreakable, with high structural rigidity, longterm form retention, and superior impact and abrasion resistance. Matching mounting screws provided."
2851237,STC8W,"Mid Size Sectional Wallplates - Polycarbonate Duplex Receptacle Polycarbonate wallplates are virtually unbreakable, with high structural rigidity, longterm form retention, and superior impact and abrasion resistance. Rugged construction reduces installation cost due to less plate breakage and resists bowing to provide a smooth, flat installation. Exclusive timesaving Screw-Catch feature holds mounting screws captive and simplifies installation. High gloss finish is soil resistant. Polycarbonate wallplates are virtually unbreakable, with high structural rigidity, longterm form retention, and superior impact and abrasion resistance. Matching mounting screws provided."
2851231,STC1W,"Mid Size Sectional Wallplates - Polycarbonate Toggle Polycarbonate wallplates are virtually unbreakable, with high structural rigidity, longterm form retention, and superior impact and abrasion resistance. Rugged construction reduces installation cost due to less plate breakage and resists bowing to provide a smooth, flat installation. Exclusive timesaving Screw-Catch feature holds mounting screws captive and simplifies installation. High gloss finish is soil resistant. Polycarbonate wallplates are virtually unbreakable, with high structural rigidity, longterm form retention, and superior impact and abrasion resistance. Matching mounting screws provided."
2851229,STC14W,"Mid Size Sectional Wallplates - Polycarbonate Blank Polycarbonate wallplates are virtually unbreakable, with high structural rigidity, longterm form retention, and superior impact and abrasion resistance. Rugged construction reduces installation cost due to less plate breakage and resists bowing to provide a smooth, flat installation. Exclusive timesaving Screw-Catch feature holds mounting screws captive and simplifies installation. High gloss finish is soil resistant. Polycarbonate wallplates are virtually unbreakable, with high structural rigidity, longterm form retention, and superior impact and abrasion resistance. Matching mounting screws provided."
2851233,STC26W,"Mid Size Sectional Wallplates - Polycarbonate Decorator Polycarbonate wallplates are virtually unbreakable, with high structural rigidity, long term form retention, and superior impact and abrasion resistance. Rugged construction reduces installation cost due to less plate breakage and resists bowing to provide a smooth, flat installation. Exclusive time-saving Screw-Catch feature holds mounting screws captive and simplifies installation. High gloss finish is soil resistant. Polycarbonate wallplates are virtually unbreakable, with high structural rigidity, long term form retention, and superior impact and abrasion resistance. Matching mounting screws provided."
2851214,SKTL35036,"Industrial Grade - Pulling Grips, Slack, Double Weave, Split Lace - Long Length, Offset Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Slack grips are reusable grips used for pulling slack in underground cable preparatory to final placement. They may also be used for cable removal. Slack grips feature an offset eye for easy attachment to the pulling line."
2851215,SKTL7521,"Industrial Grade - Pulling Grips, Slack, Double Weave, Split Lace - Long Length, Offset Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Slack grips are reusable grips used for pulling slack in underground cable preparatory to final placement. They may also be used for cable removal. Slack grips feature an offset eye for easy attachment to the pulling line."
2851210,SKTL25020,"Industrial Grade - Pulling Grips, Slack, Double Weave, Split Lace - Standard Length, Offset Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Slack grips are reusable grips used for pulling slack in underground cable preparatory to final placement. They may also be used for cable removal. Slack grips feature an offset eye for easy attachment to the pulling line."
2851212,SKTL30021,"Industrial Grade - Pulling Grips, Slack, Double Weave, Split Lace - Standard Length, Offset Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Slack grips are reusable grips used for pulling slack in underground cable preparatory to final placement. They may also be used for cable removal. Slack grips feature an offset eye for easy attachment to the pulling line."
2851208,SKTL20019,"Industrial Grade - Pulling Grips, Slack, Double Weave, Split Lace - Standard Length, Offset Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Slack grips are reusable grips used for pulling slack in underground cable preparatory to final placement. They may also be used for cable removal. Slack grips feature an offset eye for easy attachment to the pulling line."
2851211,SKTL25030,"Industrial Grade - Pulling Grips, Slack, Double Weave, Split Lace - Long Length, Offset Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Slack grips are reusable grips used for pulling slack in underground cable preparatory to final placement. They may also be used for cable removal. Slack grips feature an offset eye for easy attachment to the pulling line."
2851213,SKTL30033,"Industrial Grade - Pulling Grips, Slack, Double Weave, Split Lace - Long Length, Offset Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Slack grips are reusable grips used for pulling slack in underground cable preparatory to final placement. They may also be used for cable removal. Slack grips feature an offset eye for easy attachment to the pulling line."
2851207,SKTL15025,"Industrial Grade - Pulling Grips, Slack, Double Weave, Split Lace - Long Length, Offset Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Slack grips are reusable grips used for pulling slack in underground cable preparatory to final placement. They may also be used for cable removal. Slack grips feature an offset eye for easy attachment to the pulling line."
2851209,SKTL20027,"Industrial Grade - Pulling Grips, Slack, Double Weave, Split Lace - Long Length, Offset Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Slack grips are reusable grips used for pulling slack in underground cable preparatory to final placement. They may also be used for cable removal. Slack grips feature an offset eye for easy attachment to the pulling line."
2851206,SKTL12524,"Industrial Grade - Pulling Grips, Slack, Double Weave, Split Lace - Long Length, Offset Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Slack grips are reusable grips used for pulling slack in underground cable preparatory to final placement. They may also be used for cable removal. Slack grips feature an offset eye for easy attachment to the pulling line."
2851204,SKT7520,"Industrial Grade - Pulling Grips, Slack, Double Weave, Closed Mesh - Long Length, Offset Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Slack grips are reusable grips used for pulling slack in underground cable preparatory to final placement. They may also be used for cable removal. Slack grips feature an offset eye for easy attachment to the pulling line."
2851203,SKT7512,"Industrial Grade - Pulling Grips, Slack, Double Weave, Closed Mesh - Standard Length, Offset Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Slack grips are reusable grips used for pulling slack in underground cable preparatory to final placement. They may also be used for cable removal. Slack grips feature an offset eye for easy attachment to the pulling line."
2851201,SKT35022,"Industrial Grade - Pulling Grips, Slack, Double Weave, Closed Mesh - Standard Length, Offset Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Slack grips are reusable grips used for pulling slack in underground cable preparatory to final placement. They may also be used for cable removal. Slack grips feature an offset eye for easy attachment to the pulling line."
2851199,SKT20019,"Industrial Grade - Pulling Grips, Slack, Double Weave, Closed Mesh - Standard Length, Offset Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Slack grips are reusable grips used for pulling slack in underground cable preparatory to final placement. They may also be used for cable removal. Slack grips feature an offset eye for easy attachment to the pulling line."
2851198,SKT17518,"Industrial Grade - Pulling Grips, Slack, Double Weave, Closed Mesh - Standard Length, Offset Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Slack grips are reusable grips used for pulling slack in underground cable preparatory to final placement. They may also be used for cable removal. Slack grips feature an offset eye for easy attachment to the pulling line."
2851200,SKT25029,"Industrial Grade - Pulling Grips, Slack, Double Weave, Closed Mesh - Long Length, Offset Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Slack grips are reusable grips used for pulling slack in underground cable preparatory to final placement. They may also be used for cable removal. Slack grips feature an offset eye for easy attachment to the pulling line."
2851205,SKTL10021,"Industrial Grade - Pulling Grips, Slack, Double Weave, Split Lace - Long Length, Offset Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Slack grips are reusable grips used for pulling slack in underground cable preparatory to final placement. They may also be used for cable removal. Slack grips feature an offset eye for easy attachment to the pulling line."
2851194,SKR7510,"Industrial Grade - Pulling Grips, Slack, Single Weave, Split Rod - Standard Length, Offset Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Slack grips are reusable grips used for pulling slack in underground cable preparatory to final placement. They may also be used for cable removal. Slack grips feature an offset eye for easy attachment to the pulling line."
2851197,SKT15025,"Industrial Grade - Pulling Grips, Slack, Double Weave, Closed Mesh - Long Length, Offset Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Slack grips are reusable grips used for pulling slack in underground cable preparatory to final placement. They may also be used for cable removal. Slack grips feature an offset eye for easy attachment to the pulling line."
2851195,SKT10015,"Industrial Grade - Pulling Grips, Slack, Double Weave, Closed Mesh - Standard Length, Offset Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Slack grips are reusable grips used for pulling slack in underground cable preparatory to final placement. They may also be used for cable removal. Slack grips feature an offset eye for easy attachment to the pulling line."
2851196,SKT12516,"Industrial Grade - Pulling Grips, Slack, Double Weave, Closed Mesh - Standard Length, Offset Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Slack grips are reusable grips used for pulling slack in underground cable preparatory to final placement. They may also be used for cable removal. Slack grips feature an offset eye for easy attachment to the pulling line."
2851192,SKR30021,"Industrial Grade - Pulling Grips, Slack, Single Weave, Split Rod - Standard Length, Offset Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Slack grips are reusable grips used for pulling slack in underground cable preparatory to final placement. They may also be used for cable removal. Slack grips feature an offset eye for easy attachment to the pulling line."
2851193,SKR506,"Industrial Grade - Pulling Grips, Slack, Single Weave, Split Rod - Standard Length, Offset Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Slack grips are reusable grips used for pulling slack in underground cable preparatory to final placement. They may also be used for cable removal. Slack grips feature an offset eye for easy attachment to the pulling line."
2851190,SKR15015,"Industrial Grade - Pulling Grips, Slack, Single Weave, Split Rod - Standard Length, Offset Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Slack grips are reusable grips used for pulling slack in underground cable preparatory to final placement. They may also be used for cable removal. Slack grips feature an offset eye for easy attachment to the pulling line."
2851191,SKR17516,"Industrial Grade - Pulling Grips, Slack, Single Weave, Split Rod - Standard Length, Offset Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Slack grips are reusable grips used for pulling slack in underground cable preparatory to final placement. They may also be used for cable removal. Slack grips feature an offset eye for easy attachment to the pulling line."
2851189,SKR10012,"Industrial Grade - Pulling Grips, Slack, Single Weave, Split Rod - Standard Length, Offset Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Slack grips are reusable grips used for pulling slack in underground cable preparatory to final placement. They may also be used for cable removal. Slack grips feature an offset eye for easy attachment to the pulling line."
2851167,SGUR75,"Industrial Grade - Support Grips, Standard Duty - Split Rod, Locking Bale Support Grips distribute the weight of vertical drops and sloping runs over the length of the grip to protect the cable from damage. A variety of hanging styles are available to service numerous cable support installations. Split rod support grips are designed for loads up to 600 lbs. and vertical runs of no more than 100 ft. They are available in a variety of eye styles and cable ranges for supporting electrical and fiber optic cable, metal rods and tubing. Split rod support grips are used when the end of the cable cannot be easily accessed and the installation is temporary. Support grips are woven of corrosion resistant tinned-bronze wire."
2851165,SGUR350,"Industrial Grade - Support Grips, Standard Duty - Split Rod, Locking Bale Support Grips distribute the weight of vertical drops and sloping runs over the length of the grip to protect the cable from damage. A variety of hanging styles are available to service numerous cable support installations. Split rod support grips are designed for loads up to 600 lbs. and vertical runs of no more than 100 ft. They are available in a variety of eye styles and cable ranges for supporting electrical and fiber optic cable, metal rods and tubing. Split rod support grips are used when the end of the cable cannot be easily accessed and the installation is temporary. Support grips are woven of corrosion resistant tinned-bronze wire."
2851166,SGUR63,"Industrial Grade - Support Grips, Standard Duty - Split Rod, Locking Bale Support Grips distribute the weight of vertical drops and sloping runs over the length of the grip to protect the cable from damage. A variety of hanging styles are available to service numerous cable support installations. Split rod support grips are designed for loads up to 600 lbs. and vertical runs of no more than 100 ft. They are available in a variety of eye styles and cable ranges for supporting electrical and fiber optic cable, metal rods and tubing. Split rod support grips are used when the end of the cable cannot be easily accessed and the installation is temporary. Support grips are woven of corrosion resistant tinned-bronze wire."
